,GSM4715941,GSM4715945,GSM4715946,GSM4715949,GSM4715974,GSM4715979,GSM4715982,GSM4715984,GSM4715991,GSM4715992
P4HA1,-14.683908356531918,-14.782391791075968,-14.72658811226023,-14.35192693170565,-14.763720730405225,-14.239158028529353,-14.544465408186902,-14.730681298903894,-14.32750504202309,-14.293079877473259
SLC25A16,-15.701083500340053,-15.570887685882255,-15.680417930827304,-15.104746477072695,-15.53154728827619,-15.393816273318356,-15.093929227686674,-15.107385662492238,-15.271857012473175,-15.392109253408556
ZWINT,-17.084787792814105,-16.233852698604686,-16.145540661542455,-17.849704861992432,-16.918998955883133,-17.13078186748456,-17.820910733280257,-17.229836645954776,-16.803238472989488,-15.174062302348073
VPS26A,-15.024091861126548,-15.41406067330886,-15.302780403353653,-14.309971615264272,-14.766995862438085,-15.074928632751043,-14.79217901473694,-14.696920893003218,-14.932873753406083,-15.187177802138331
RBM19,-15.363688604106917,-14.30958002476793,-14.544981305770282,-14.390273243355132,-14.712305220904673,-14.504240263012004,-14.286574305629069,-14.551409790651917,-14.506322266110198,-14.41507040185187
CIT,-18.625356174176805,-16.634390628188417,-17.421175104155886,-18.904152646014808,-16.84791585782165,-17.678269662787056,-17.804422610491688,-17.463633830563474,-18.279676516932476,-16.11647481079513
IFT81,-19.384348074673014,-19.95631872307578,-18.861747695541865,-18.797237442098293,-17.963393075241587,-18.182312168124643,-17.871536806350225,-17.809130396589243,-18.18852862887428,-17.261525143598416
ACADS,-16.051364791276654,-16.324050507576263,-16.03974599751986,-16.82323265063124,-16.70286552501837,-16.669051132757676,-16.846001714243087,-16.750915782643947,-15.106270946755199,-15.752511496110557
HVCN1,-13.42122968859683,-13.907559411155923,-13.547569100259437,-14.305384345768621,-14.351138882852691,-13.900276800360793,-13.780038451864728,-13.803836096919728,-13.02762819222995,-13.58692543039258
DDX54,-15.650159565177379,-15.059078297500978,-15.091673789563721,-15.300811615978796,-15.623543072356963,-15.382471299724344,-15.502302996684506,-15.417621432806639,-15.11324050157004,-15.569647438960747
MED13L,-11.963254275474071,-11.403649625561505,-11.401730686334195,-11.610946304139302,-11.036849980170262,-11.16236769560028,-11.092208287781933,-11.25689077014812,-12.02639424058732,-11.959149846132451
CDKN2C,-17.799385573951856,-16.86885588182544,-16.459649251970518,-16.9321670221844,-17.59415926557587,-17.793746880206992,-17.871536806350225,-17.299658095452347,-17.499457724812384,-16.917570742381052
RNF11,-12.933771253921854,-13.729424909504388,-13.457214323053465,-12.859758526656355,-11.519068348994498,-12.782519624783736,-12.198438094452438,-11.79120848859198,-13.663687120590694,-14.254605729658623
RASSF8,-21.499825292092947,-20.693284317241982,-20.084140116878313,-20.019629863434744,-20.088923957325445,-21.641743786761943,-18.804422610491688,-20.218521332726944,-18.995883550931882,-16.83268184479454
BHLHE41,-19.76285969792674,-19.577807099822046,-17.177249521269797,-19.43466736271359,-18.419072559017778,-17.64174378676194,-18.67889172840783,-17.504275815060822,-19.102798754848394,-17.83268184479454
SSPN,-20.084787792814105,-19.1907839767128,-17.421175104155886,-17.650396053769025,-18.74100065390514,-17.64174378676194,-18.978452010266736,-17.933119113864695,-18.51783625412724,-17.234044407176306
ITPR2,-13.355167049261066,-12.35195082318203,-12.521897692657241,-12.539849599405644,-11.380623834859499,-11.314864931923532,-11.213155284698958,-11.34353998507317,-12.27722836592775,-12.280726449961701
CCDC91,-15.013325430257478,-15.19609777660927,-14.94118216303627,-14.333129336251526,-14.40369733313086,-14.354493143507325,-13.937424742006682,-13.78389310509022,-14.56244714082753,-14.125914506681436
NECAB1,-19.2774328707565,-19.03031930451955,-18.968662899458376,-15.797237442098295,-17.24457482778564,-16.312620190470373,-15.884475862057723,-15.641092504691194,-20.481310378102123,-17.874502020489164
WWP1,-14.145208578499409,-14.00912013881372,-13.823612566655093,-13.490850198106711,-13.86711716418494,-13.88019255431746,-13.462145870212524,-13.734705555462687,-13.390668626184276,-13.321719925517161
ACOT9,-12.67327680480203,-13.403265470309366,-14.411714774906818,-14.169964136519175,-13.341341255785212,-13.772612667117647,-14.20992834759788,-14.518081614585851,-12.815263948693334,-13.332608241659894
PRDX4,-15.514932184483154,-16.56400130029702,-14.868202717679164,-15.810176497805795,-16.04850968887954,-16.291246539677807,-16.83758947442689,-15.779729480148683,-15.808885036130627,-15.180605148214847
DDX39A,-14.258239305523189,-13.55032636339994,-13.652294329912916,-13.373371183444714,-14.823841722842795,-14.124468093552359,-14.524073619355725,-14.52503437522762,-14.045015258262763,-14.190475392238907
PKN1,-14.205204543201319,-13.084721457461924,-13.927635631198322,-13.467601252075669,-14.70286552501837,-14.744503361187142,-14.90850313270417,-14.790161160022652,-14.102798754848395,-14.990421307788734
C19orf43,-14.258239305523189,-14.395603768601298,-14.581639776349128,-15.220888071681847,-15.226427481075381,-14.706284038956651,-14.812643117296656,-14.777652165116075,-14.91754209965009,-15.213772012150045
ADGRE5,-11.651724027692033,-10.41290017314636,-11.325916902151588,-11.956234782146234,-10.817885438778523,-10.725864407926167,-11.089396624837427,-11.21201992515751,-12.426027942600934,-12.906682426238316
WDR83,-17.356867338250904,-16.73908800685511,-16.968662899458376,-17.247040359537817,-17.61761823839986,-17.032934544086416,-17.093929227686672,-17.742787901760547,-16.42819904164256,-17.055074266130987
GIPC1,-16.855969102318223,-16.620035335211345,-16.691822694099553,-18.43466736271359,-17.61761823839986,-17.291246539677807,-16.92400422624436,-17.141705735676112,-16.088992955323363,-16.519021365890776
ACTRT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.377002361018352
CCDC70,0.0,0.0,0.0,-22.6045923641559,-23.548355575962745,0.0,-23.263854229128984,0.0,0.0,-20.961964861739506
SPRYD7,-17.955504775869137,-18.523359315799674,-18.499177616157155,-17.849704861992432,-17.641464980354225,-18.1563169595917,-17.941926134241623,-17.914740584549843,-17.758844353631034,-17.874502020489164
EBPL,-16.514932184483154,-17.08842225908312,-16.44028392710359,-16.650396053769025,-16.753939709612638,-16.52904365401258,-17.19776503867121,-16.951734792032042,-17.088992955323363,-16.98468493823959
ATP7B,-18.177897197205585,-18.108321816520828,-17.5398196006545,-18.69770176854738,-17.088923957325445,-17.9636718816493,-17.634497609049376,-17.618608490539817,-19.71577563173915,-17.83268184479454
ZC3H13,-14.300152947256581,-13.150252496986745,-13.756213281369508,-14.034736755824952,-12.86448370734014,-12.706873495569912,-12.602521476333798,-12.748879515487427,-13.360294977140759,-13.350940064432152
NLN,-16.658523038112005,-16.030319304519555,-15.968662899458378,-17.112739267826225,-16.20850557307812,-16.496066331566304,-16.203158297441433,-16.342004386161943,-15.995883550931882,-15.843023789015998
CENPK,-16.955504775869137,-17.956318723075775,-18.581639776349128,-16.627312440655984,-15.122090821260647,-16.111922840233245,-14.443675266713797,-14.923900583835316,-17.20332563080236,-17.079321812377664
OPTN,-14.145208578499409,-12.576940356004513,-12.754717485444026,-13.118763055453995,-11.908110639740398,-13.783762791634368,-13.01889583597785,-12.296680395652453,-12.964822397192151,-13.230645830714442
ITIH5,0.0,-21.27824681796314,-22.66910261759947,-22.6045923641559,-22.548355575962745,-22.378709380928147,-20.804422610491688,-22.218521332726944,-21.803238472989488,-16.895875671281733
ATF1,-14.971045626764914,-15.477346918042835,-15.338185739484853,-15.229552932808973,-15.52044957939286,-15.588632450302377,-15.300958223791723,-15.276006827387706,-15.00882260663938,-14.733146171243625
TSFM,-16.01869860235633,-16.407882098379737,-16.09924700926852,-16.21227494137714,-16.728176613547557,-16.363759039462174,-16.450073037911945,-16.55318541554177,-15.34380685435219,-15.28953951976801
NEUROD4,-23.0847877928141,0.0,0.0,0.0,0.0,-23.9636718816493,0.0,0.0,-22.21827597226833,-18.103983866611934
ARHGAP9,-12.562206261559274,-12.474115796779822,-12.196411778356689,-12.233904957348681,-12.988022741750303,-12.275858819084371,-12.298791472384357,-12.806480818175292,-13.483566352042494,-13.86393277877898
NCKAP1L,-11.558288553677539,-10.923721928513789,-11.347738185560022,-11.994490301156233,-10.834324761033962,-11.093885280703523,-11.05333507639165,-10.857537116752976,-10.898792008483767,-11.416035092654038
MMP19,-21.499825292092947,-20.693284317241982,-21.084140116878313,-22.6045923641559,-19.963393075241587,-20.79374688020699,-20.45649930707138,-20.518081614585853,-21.803238472989488,-18.874502020489164
PFDN5,-13.331571043635149,-13.391026202494754,-12.953140627344323,-13.400021219906694,-12.252586641542235,-12.148288585835763,-12.087369381837094,-11.758833576487396,-13.706523318500953,-13.617668953823689
SPATS2,-17.875334427185155,-16.956318723075775,-16.069189775412344,-17.51712952290556,-16.45032349300222,-16.5542809455116,-16.97845201026674,-16.379317544630002,-16.908420709681543,-16.422806050631475
ORMDL2,-14.346695533193614,-15.088422259083123,-14.356219662315114,-15.282664269268537,-15.498507026512183,-15.47583184782625,-15.57385625770954,-15.427358444171926,-14.313390512550189,-14.527336634102781
NR4A1,-19.084787792814105,-19.1907839767128,-20.347174522712105,-21.6045923641559,-19.847915857821654,-21.1563169595917,-21.263854229128984,-21.41116641066934,-19.21827597226833,-18.1546099396819
PDE1B,-18.04039367345565,-16.27824681796314,-18.20967099896217,-18.904152646014808,-16.963393075241587,-16.930248880111854,-17.34499099185439,-17.04859633128463,-18.21827597226833,-16.895875671281733
HOXC13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.803238472989488,-19.961964861739506
CDK2,-16.484874950626978,-16.24482381642569,-16.5398196006545,-17.650396053769025,-16.582571291300656,-16.463825994566097,-16.381211179767146,-16.385631318562204,-15.866600533986915,-15.822413509340713
LRP1,-14.433736101635175,-11.394458014703178,-13.114513765921831,-13.203712927873715,-12.19631215016731,-11.958749203080258,-12.629496927991008,-12.523728177726994,-14.352027361157159,-14.767208007317258
HOXC11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.50253324310221
ATG101,-16.107507869314187,-15.73908800685511,-15.560578160821299,-16.496067907377732,-16.281569035267843,-15.892209519092678,-16.321339723789745,-15.8133798695906,-14.750670422185335,-14.879815820385634
NFE2,-11.712466837946845,-11.592184068067725,-11.378507729516897,-12.472735403547107,-11.769867714740373,-12.141101050699133,-12.190382075152524,-11.682517015438394,-12.447887376564674,-12.170801973184487
HOXC12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.64003676685214
IKZF4,-20.2774328707565,-18.148963801018173,-18.76221202199095,-19.797237442098293,-19.548355575962745,-19.715744368205716,-19.67889172840783,-19.463633830563474,-20.21827597226833,-18.71403734829592
SMUG1,-15.124785860746023,-15.395603768601298,-14.968662899458378,-15.081030408098886,-15.653537812654802,-15.844730808925796,-15.897532014883168,-15.734705555462687,-15.088992955323365,-15.180605148214847
TUBA1B,-11.287531575304317,-11.256919785338766,-10.974309462599518,-12.787608740900518,-11.993766724285107,-11.85710894120442,-12.119514637881146,-11.894340786108204,-10.918304825039726,-10.72326158231178
METTL21B,-19.499825292092947,-18.523359315799674,-18.499177616157155,-19.6045923641559,-19.847915857821654,-19.208784379485834,-18.77200113279931,-19.089238315781976,-18.34380685435219,-17.961964861739506
KBTBD4,-14.740491884898287,-14.951817330840836,-14.948003428892283,-15.088892525871856,-15.83411005829662,-15.444035628806091,-15.459723207945666,-15.69495937666993,-14.309383023748666,-14.523173009161244
SARDH,-18.762859697926743,-18.693284317241982,-17.459649251970518,-18.904152646014808,-19.156038153183985,-19.378709380928147,-18.0159267156854,-17.603811488611736,-18.445686468371402,-17.407376010061867
DBH,-21.084787792814105,-19.470891895905535,-21.084140116878313,0.0,-21.226427481075383,-21.9636718816493,-20.356963633520465,-19.97059381928336,-21.803238472989488,-19.792039860297194
ATPAF1,-15.165924555539508,-15.377380009982392,-15.054392773484262,-16.112739267826225,-15.525987762934289,-15.252865447949949,-15.08394513911405,-15.163238897225753,-14.761579321352274,-14.384536033703757
STIL,-14.945236440415309,-14.359383580688545,-13.798737898016064,-16.84970486199243,-13.406248518660195,-15.287714848707553,-14.873685272928803,-14.005417113085038,-15.120243889307805,-14.56108542545732
HJURP,-18.561225836757092,-17.605821475991643,-17.084140116878313,-18.6045923641559,-17.74100065390514,-17.834388864704337,-19.309657918742108,-18.335878283365105,-18.048350970826018,-15.961964861739505
IL13RA2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COL10A1,-18.04039367345565,-16.56400130029702,-16.88774290407481,-16.39513899852695,-16.338902210333796,-16.162771981728998,-15.901910455393741,-16.099580260003435,-17.145026990237692,-16.45417022154081
AMD1,-11.789018858393595,-12.902121428686964,-12.224087771731046,-12.182527597983087,-12.70757765236769,-12.258039494287887,-12.207555214578647,-12.652467294555853,-12.125518831348478,-12.044592782262665
NDUFAF4,-16.6753968566764,-17.445356803798397,-16.88774290407481,-17.247040359537817,-17.156038153183985,-16.773847322769285,-16.489067169527814,-16.671626872839308,-16.769815471452034,-15.812217742234822
USP45,-15.675396856676402,-16.20143122091231,-15.861747695541865,-14.734227644572494,-15.476893213406122,-15.245995458582907,-15.098947302453299,-14.956426487356765,-15.331563258597443,-14.934058865169622
PLP1,-22.084787792814105,-21.693284317241982,-22.66910261759947,-22.6045923641559,0.0,-21.641743786761943,-22.67889172840783,-21.218521332726944,-22.803238472989488,-18.64003676685214
SERPINA7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.377002361018352
MORF4L2,-13.797075413264654,-14.267019562539884,-14.080387982017204,-13.932167022184405,-14.53154728827619,-14.145089704168445,-14.586134587487976,-14.246977778776172,-13.549390988002083,-12.91075592082474
H2BFWT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.377002361018352
RAB9B,-20.2774328707565,-20.693284317241982,-20.66910261759947,-19.43466736271359,-19.548355575962745,-19.641743786761943,-18.563414510987894,-18.759089714089647,-18.945257477861915,-18.31810867196478
NRK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.792039860297194
FAM199X,-14.024091861126548,-14.016151972592958,-14.095455430106146,-13.378180171367115,-13.918998955883135,-13.709824396661897,-13.58173746417891,-13.662015278055016,-13.416298227665175,-13.535700107037409
ESX1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAGEA9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATXN3L,0.0,0.0,0.0,0.0,-22.548355575962745,-23.9636718816493,0.0,-23.218521332726947,0.0,-21.377002361018352
RAB9A,-15.462735973357725,-15.794431040698882,-15.657875362176215,-15.128858933189502,-15.89014409321095,-15.839550569820116,-15.788120798162588,-15.85219911848113,-14.797613923795607,-14.822413509340713
METTL8,-15.545628981706072,-15.947329939848524,-15.459649251970518,-15.136986814072904,-15.74100065390514,-15.550043952625131,-15.295187435933775,-15.308628248956904,-15.14860244446152,-15.031227524176618
TTC21B,-14.90487870279917,-14.956318723075777,-14.961743485518587,-13.853048305066803,-14.300428062519158,-14.071888178430992,-13.801351956531722,-13.85219911848113,-13.859258558645749,-13.759841037909045
NMI,-12.369683783577935,-13.308140927350959,-13.97213509136518,-13.280411817537159,-12.534335105647811,-13.172508993094283,-13.161222340274017,-13.600135830468338,-13.12551883134848,-12.641164312857867
TNFAIP6,-11.595441552095004,-12.678333975776011,-14.907551385154989,-13.1804260753378,-12.895510602960766,-13.339790391635843,-14.454890054209722,-15.424105466376838,-13.692102802754778,-12.532558120225524
ACVR1C,-19.084787792814105,-18.818815199325844,-19.861747695541865,-19.282664269268537,-19.963393075241587,-19.105690886521728,-19.054400863500035,-20.218521332726944,-18.481310378102123,-17.676562642877258
BAZ2B,-11.805177211761618,-12.362367439127365,-12.49417693509879,-11.82405259668394,-11.259489501796924,-11.064692677026787,-11.00117208676682,-11.332062637023238,-12.474002731255686,-12.235746702407306
SLC36A1,-15.666935277928205,-14.239327828670836,-14.529551265200675,-15.759102313211525,-14.750694050108985,-15.074928632751043,-14.841789462956172,-14.81764189644476,-16.028451413388314,-15.906682426238316
LPGAT1,-12.03018347485343,-12.359383580688545,-12.013571894443825,-11.218190940515122,-12.099723008232191,-11.598716503167394,-11.494222971744746,-11.535965591646635,-12.354089827614052,-12.542004683891616
BATF3,-17.499825292092947,-18.233852698604686,-19.499177616157155,-19.145160745518602,-18.05650247963307,-19.57135445887054,-20.45649930707138,-19.896593237839582,-17.555310959545903,-17.676562642877258
G0S2,-18.692470370035345,-16.80251338699674,-19.861747695541865,-19.43466736271359,-20.088923957325445,-18.793746880206992,-19.941926134241623,-19.17412721336849,-20.102798754848394,-18.207077359576036
KCNJ2,-11.13605555299449,-11.266320751656332,-11.457214323053465,-11.387846505960594,-11.722204361162538,-11.561725757672766,-11.944182108181991,-12.712213751626637,-12.816685323232829,-12.210420802650406
RAP2C,-13.400039172392479,-14.03984207863806,-14.193369186633072,-13.319190145293652,-13.591253534400458,-13.99212832769853,-14.019490394008475,-14.062438256438263,-13.934415918214489,-13.804617926376661
EXOSC9,-14.462735973357725,-15.938396815078514,-15.499177616157157,-15.721949314794058,-15.088923957325447,-15.222204895248154,-14.935179301801037,-14.972968626471262,-14.172061417285509,-14.411218076356262
PLA2G12A,-14.790167043922477,-15.920694813345055,-15.129943806491438,-14.810176497805795,-14.534335105647811,-14.10258497565391,-14.367521825219042,-14.039856481720474,-15.454510318758409,-15.261525143598414
B9D2,-15.997324951563765,-16.068793452334187,-16.01089113484767,-16.112739267826225,-17.07262214499635,-16.463825994566097,-16.57036727162966,-16.68713987221063,-16.264079661881457,-16.58692543039258
COQ8B,-15.171898456584142,-14.85198206326104,-15.129943806491438,-15.759102313211525,-15.373429893462065,-15.334315261569694,-15.72857885250818,-15.834817040252892,-15.385385958103589,-15.874502020489167
PFKFB2,-15.625356174176806,-15.228398268512576,-15.069189775412342,-14.890346846489777,-14.523216013684237,-15.06885411834136,-14.888814797782059,-13.37068097709623,-15.173881852909878,-16.1546099396819
C4BPA,-19.91486279137179,-19.693284317241982,-13.311550612981383,-21.6045923641559,-20.74100065390514,-18.91927776229085,-14.736377223068589,-15.53552674904526,0.0,-16.79203986029719
C4BPB,-21.499825292092947,-21.693284317241982,0.0,-21.6045923641559,-22.548355575962745,-21.641743786761943,-22.263854229128984,-21.896593237839582,-21.803238472989488,-18.874502020489164
RAB38,-19.625356174176805,-19.470891895905535,-21.66910261759947,-21.6045923641559,-19.460892734712406,-20.504240263012004,-19.941926134241623,-19.131058491476605,-18.37697371828739,-18.37700236101835
GPR83,0.0,-19.693284317241982,-22.66910261759947,-21.6045923641559,-22.548355575962745,-21.378709380928147,-21.67889172840783,-21.41116641066934,-22.21827597226833,-17.917570742381052
AGO2,-13.919880866138417,-12.140615219727712,-12.585623290267627,-12.829805304554727,-12.17984911445505,-12.31846379887462,-12.369036465821042,-12.514617759282281,-14.088992955323365,-13.74764574093874
MXD4,-13.681775769239106,-13.698930880383125,-13.167265432697171,-14.366187624830822,-14.537128320539491,-14.405251168380637,-14.19911146437873,-14.085379120326344,-13.551756062369275,-14.223872602119016
CKS2,-17.658523038112005,-17.663536973847933,-17.499177616157155,-17.6045923641559,-17.766995862438087,-17.504240263012004,-18.176391387878645,-17.896593237839582,-18.51783625412724,-17.502533243102206
DAW1,0.0,0.0,0.0,0.0,0.0,-23.9636718816493,0.0,0.0,-23.803238472989488,-19.1546099396819
ACSL3,-13.774175011154574,-13.674620472976947,-14.20557824432829,-13.58500163579802,-13.568215998323586,-13.900276800360793,-13.799308478795044,-13.869793178495867,-13.434732011481795,-13.200413629295028
CHPF,-18.384348074673014,-17.885929395184377,-15.657875362176215,-17.960736174381175,-18.594159265575872,-18.105690886521728,-19.13457121218402,-17.843481901380017,-17.84904216260261,-17.79203986029719
DNPEP,-14.762859697926741,-14.338667603648446,-14.744290113993689,-15.404920019319535,-15.093028355658184,-15.245995458582907,-15.362987421148235,-15.314639486990764,-13.95774842204511,-14.332608241659894
INHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.218521332726944,0.0,-20.377002361018352
MOGAT1,-23.0847877928141,-23.27824681796314,-21.084140116878313,0.0,-21.96339307524159,0.0,-22.67889172840783,-22.218521332726944,-22.803238472989488,-22.961964861739506
OBSL1,-23.0847877928141,-21.693284317241982,-22.66910261759947,0.0,-23.548355575962745,-23.9636718816493,-22.67889172840783,-23.218521332726947,-21.21827597226833,-17.53570010703741
FAM124B,-18.625356174176805,-20.27824681796314,-18.581639776349128,-19.43466736271359,-20.226427481075383,-19.056781286040785,-19.871536806350225,-18.72666823639727,-18.593785107360535,-18.438402905682494
SLC12A4,-15.86561927235194,-15.103321135462462,-15.251250102713572,-16.21227494137714,-15.970926747926995,-15.54160711547649,-15.713107443745741,-15.763194112422383,-16.210781435721408,-16.0916001421561
ENKD1,-17.997324951563762,-17.99284459910089,-17.811121622471898,-18.145160745518602,-18.156038153183985,-17.277171354466084,-17.34499099185439,-17.809130396589243,-18.102798754848394,-18.261525143598416
MC3R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.377002361018352
GCNT7,-18.2774328707565,-16.99284459910089,-16.914215115436,-17.21227494137714,-17.105412080114014,-17.195487556872376,-17.321339723789745,-17.87867132984232,-18.048350970826018,-17.438402905682494
CTCFL,0.0,-21.693284317241982,-22.66910261759947,-22.6045923641559,0.0,-22.378709380928147,-24.26385422912898,-20.218521332726944,-22.803238472989488,-17.83268184479454
FAM210B,-13.329900290650635,-12.37210782176776,-11.342673130477165,-11.79804274216994,-10.636589105303194,-12.79124437300382,-11.815996124174955,-10.722666305839772,-13.201467684581777,-13.567502167129188
PI3,-15.762859697926741,-19.577807099822046,-13.516817775292887,-20.019629863434744,-20.37843057452043,-17.6598911334722,-16.482494515604326,-20.63355883200579,-22.21827597226833,-20.1546099396819
FAM209A,-19.625356174176805,-20.470891895905535,-20.347174522712105,-20.019629863434744,-21.548355575962745,-20.26323216350821,-20.093929227686672,-20.518081614585853,-22.803238472989488,-20.64003676685214
SNX21,-16.290371926463997,-16.483830951613033,-15.738365280036582,-16.604592364155902,-17.009196764854714,-16.650788926364946,-16.820910733280257,-17.152432142269173,-16.574419782493603,-16.961964861739506
SLPI,-15.790167043922477,-18.03031930451955,-15.823612566655093,-17.51712952290556,-18.74100065390514,-16.75421851602035,-17.035035538633103,-19.04859633128463,-20.803238472989488,-20.377002361018352
WFDC3,0.0,-23.27824681796314,0.0,-22.6045923641559,-22.548355575962745,-21.641743786761943,-22.67889172840783,-21.896593237839582,-22.803238472989488,-19.64003676685214
TTPAL,-14.841613809341151,-14.018503554272357,-14.106860193378397,-14.333129336251526,-14.501231663848719,-14.601728107914061,-14.541046697959437,-14.57466514295222,-14.404494781051294,-14.466109834852336
PREX1,-11.174894709044061,-10.315893009327866,-10.498238667187541,-10.793217670645959,-10.867996052449032,-10.313517667974208,-10.652829431821633,-10.834412148990339,-11.883630234386233,-11.981825284100347
KCNS1,-16.658523038112005,-16.85198206326104,-15.449934097137307,-15.229552932808973,-17.338902210333796,-16.25631274956842,-16.605642746377193,-16.69495937666993,-17.03505414821256,-16.438402905682494
SLC12A5,-19.625356174176805,-19.03031930451955,-18.025246427824744,-18.356664850712313,-19.548355575962745,-19.504240263012004,-19.871536806350225,-19.63355883200579,-20.21827597226833,-17.438402905682494
ARHGAP40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.803238472989488,-19.50253324310221
SDC4,-18.130591482427228,-19.470891895905535,-18.968662899458376,-18.6045923641559,-19.74100065390514,-18.876209040398965,-19.356963633520465,-18.86096932810886,-18.84904216260261,-18.438402905682494
NCOA3,-12.44635187882363,-11.64162219741949,-11.772770213689526,-12.819957518598379,-11.24886133695338,-11.270184924149977,-11.568843489475748,-11.155463369103455,-11.426570411131818,-11.604412857121423
PIGT,-14.808663387539866,-14.487083929408122,-14.307158843864228,-17.650396053769025,-15.105412080114016,-15.087154935084303,-15.269500792270128,-15.329778083828684,-14.633313471547174,-15.347255017624297
SEMG2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.961964861739506
MATN4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.1546099396819
NCOA5,-16.303428079289446,-15.054245143765034,-15.338185739484853,-15.84970486199243,-16.253734827071117,-16.270184924149977,-16.119195986297104,-16.342004386161943,-16.18852862887428,-15.973280174967341
VAPB,-15.470077948698895,-14.712192779792048,-14.289724250528208,-13.833102894655301,-14.141087811718013,-14.239158028529353,-14.077739989587343,-14.087950769921518,-15.381173706816675,-14.928541860202056
PARD6B,-17.692470370035345,-17.99284459910089,-17.276785194820707,-16.627312440655984,-18.190803571344663,-17.363759039462174,-17.19776503867121,-17.603811488611736,-17.18852862887428,-16.98468493823959
ATP5E,-12.292810971915415,-12.895622791388224,-11.910879402872744,-12.420956982682682,-11.916269163127563,-12.041087478935637,-12.003522710571382,-11.473897693383359,-12.77671503046972,-12.297517577191535
CHD6,-13.787871585934814,-13.038648288714015,-13.287559666414884,-13.752843322739842,-12.853997688741293,-12.86432407124611,-12.454086100418571,-12.520250755034914,-12.520150119965486,-12.453179699674994
PLCG1,-13.451792595671145,-12.551177259939433,-13.655082147284533,-13.84304113171142,-13.313538144845422,-12.691625357259365,-12.221168856909635,-12.456554637344853,-12.7230871633754,-12.458139123743756
TOX2,-22.084787792814105,-19.470891895905535,-20.084140116878313,-19.6045923641559,-23.548355575962745,-20.504240263012004,-20.176391387878645,-21.04859633128463,-22.21827597226833,-19.37700236101835
SRSF6,-12.715190446535427,-13.254492464663723,-13.07477801367462,-12.729611016502124,-12.554002139103886,-12.281994226439611,-12.18403614391663,-12.184410186630352,-12.546440086910097,-12.528379420589012
GDAP1L1,0.0,-19.470891895905535,-21.66910261759947,-19.6045923641559,-20.548355575962745,-20.79374688020699,-19.61999803935426,-20.63355883200579,0.0,-19.50253324310221
GTSF1L,-20.76285969792674,0.0,-20.66910261759947,0.0,-21.548355575962745,-21.641743786761943,-21.263854229128984,-20.41116641066934,-21.481310378102123,-19.1546099396819
ARFGEF2,-13.652245892425844,-12.98938074379732,-13.592287020548637,-13.688712985320127,-12.934566111490165,-12.89153927748207,-12.920113310656784,-12.82835237652676,-12.857063232265928,-13.047579729584061
ZNFX1,-10.869254793068448,-10.328237776076975,-11.484227274691184,-12.196262623388508,-10.351753449439574,-11.195280763345053,-11.515871088827035,-11.883410164302084,-10.654285308180365,-10.976834488272607
ZNF831,-14.909862110313425,-13.167111147728432,-13.759209533829427,-13.587784076469346,-15.378430574520433,-15.021157376310061,-14.41836417818461,-14.482119401408655,-14.143242580559509,-14.56108542545732
EDN3,-22.084787792814105,0.0,0.0,0.0,0.0,0.0,0.0,-22.218521332726944,-21.803238472989488,-19.261525143598416
CSE1L,-13.932502950507521,-14.27824681796314,-13.688963039960312,-14.932167022184405,-13.851388049728458,-13.970733545483489,-13.77200113279931,-13.634498392469403,-13.15488089097982,-13.013597630154829
TMEM189-UBE2V1,-17.04039367345565,-15.818815199325842,-15.72658811226023,-16.21227494137714,-16.963393075241587,-17.208784379485834,-17.208571793627794,-17.504275815060822,-16.38538595810359,-18.055074266130987
RAB22A,-14.18997002950616,-13.954066271344399,-13.941182163036268,-14.296253334016493,-13.988022741750303,-13.678269662787054,-13.454890054209722,-13.763194112422383,-14.06177148658834,-13.822413509340711
PTGIS,-21.499825292092947,-18.754684861906128,-18.025246427824744,-20.6045923641559,-23.548355575962745,-20.1563169595917,-21.093929227686672,-23.218521332726947,-22.21827597226833,-18.00776855135263
STAU1,-14.919880866138417,-13.525030068784183,-13.717817902632497,-14.51712952290556,-13.464876248630901,-14.245995458582906,-14.078978886220701,-14.080249532554722,-15.02516134345413,-14.89050249918288
