,GSM4715941,GSM4715945,GSM4715946,GSM4715949,GSM4715974,GSM4715979,GSM4715982,GSM4715984,GSM4715991,GSM4715992
RWDD4,-15.576993152615408,-16.577807099822046,-15.954857099933346,-15.97523574407629,-16.04850968887954,-15.763999536812939,-15.812643117296656,-15.69495937666993,-15.229591285496165,-15.332608241659894
SPNS3,-17.997324951563762,-20.108321816520828,-17.811121622471898,-18.797237442098293,-20.37843057452043,-19.1563169595917,-18.906302224510902,-18.218521332726944,-18.84904216260261,-18.64003676685214
CLEC4G,-20.2774328707565,-20.470891895905535,-21.084140116878313,-21.6045923641559,-20.963393075241587,-20.9636718816493,0.0,-21.896593237839582,-20.995883550931882,-20.961964861739506
SATB1,-13.211343680298725,-12.660779352668944,-13.04522112758601,-12.86481175438264,-13.137904224458751,-12.773847322769285,-12.247742390908474,-12.51288894536553,-13.137014470186307,-12.661612301411287
NXPH3,-23.0847877928141,-20.470891895905535,-20.347174522712105,-19.797237442098293,0.0,-21.641743786761943,-21.456499307071383,-23.218521332726947,-22.21827597226833,-19.261525143598416
CSF1R,-14.239297741869729,-12.870979053718408,-13.783406244260073,-15.088892525871856,-12.801001746484681,-13.794999763517072,-13.844947497871084,-13.785979432338685,-13.504030454602209,-14.709299429289256
EPHB3,-23.0847877928141,-23.27824681796314,-19.66910261759947,-22.6045923641559,-23.548355575962745,-21.641743786761943,-20.356963633520465,-19.97059381928336,-23.803238472989488,-19.261525143598416
VCX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.1546099396819
ACTL10,-17.38434807467301,-18.1907839767128,-16.738365280036582,-17.650396053769025,-18.50396145660429,-18.9636718816493,-18.709265377451345,-18.896593237839582,-16.93287375340608,-17.83268184479454
EPGN,-23.0847877928141,-23.27824681796314,-22.66910261759947,-22.6045923641559,-22.548355575962745,-22.378709380928147,-22.263854229128984,-21.896593237839582,-23.803238472989488,-21.377002361018352
KRTAP11-1,0.0,-23.27824681796314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.961964861739506
C2orf82,-19.91486279137179,-19.577807099822046,-19.347174522712105,-21.6045923641559,-21.548355575962745,-19.208784379485834,-20.0159267156854,-20.63355883200579,-20.995883550931882,-18.71403734829592
HS3ST4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.803238472989488,-18.261525143598416
TRAK1,-15.148149853811534,-13.858286640115251,-13.975615660100143,-14.000966019169706,-14.50669642432553,-14.465820044698185,-14.490715022409294,-14.427358444171926,-15.166613852445838,-14.83784354991032
TSPAN10,-21.499825292092947,-20.693284317241982,-19.861747695541865,-21.6045923641559,-21.226427481075383,-20.79374688020699,-20.67889172840783,-21.04859633128463,-21.481310378102123,-18.961964861739506
OR2V2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.1546099396819
PLCB1,-16.56122583675709,-16.52335931579967,-15.329252614714843,-15.82323265063124,-16.861855048779525,-14.986391958149387,-15.091426720483504,-15.335878283365103,-15.964034684892543,-15.45417022154081
SKA2,-16.051364791276654,-16.49688710443848,-16.177249521269797,-15.485651291432392,-16.097144464130416,-16.215479032059843,-16.03985255493088,-15.87867132984232,-15.854871241404808,-15.28953951976801
RXFP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.803238472989488,-21.961964861739506
OR10G7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.377002361018352
NDN,-21.499825292092947,-20.95631872307578,-19.861747695541865,0.0,-22.548355575962745,-22.378709380928147,-22.263854229128984,-23.218521332726947,-22.803238472989488,-18.792039860297194
CCDC172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.961964861739506
OR4Q3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.961964861739506
NTM,0.0,0.0,-22.66910261759947,0.0,0.0,0.0,0.0,0.0,-23.803238472989488,-17.3472550176243
TTC3,-13.396537483680925,-12.896703866778555,-13.072912861455059,-13.247040359537817,-12.324353901764638,-11.761854264981382,-11.57385625770954,-11.78885306759385,-12.410921050210726,-12.34174503623202
KCNB2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.803238472989488,-18.261525143598416
PPP1R27,-20.084787792814105,-20.470891895905535,-19.20967099896217,-19.019629863434744,-20.963393075241587,-20.641743786761943,-21.263854229128984,-21.41116641066934,-19.481310378102123,-19.37700236101835
BRICD5,-17.561225836757092,-17.634390628188417,-18.084140116878313,-19.282664269268537,-18.024793619905733,-17.222204895248154,-17.054400863500035,-17.229836645954776,-18.34380685435219,-18.055074266130987
GALR2,0.0,0.0,-20.66910261759947,0.0,0.0,0.0,-24.26385422912898,-24.218521332726944,-22.21827597226833,-21.377002361018352
RESP18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.961964861739506
IGIP,-16.955504775869137,-16.51006249318621,-16.88774290407481,-15.673855026593014,-16.78017125118582,-16.1563169595917,-15.915126074897906,-16.366772291310888,-15.775332476419601,-16.067147098431562
TSKU,0.0,-20.108321816520828,-20.084140116878313,-21.6045923641559,0.0,-21.9636718816493,-21.456499307071383,-22.63355883200579,-23.803238472989488,-18.055074266130987
CMC4,-19.625356174176805,-18.693284317241982,-18.14554066154246,-18.019629863434744,-23.548355575962745,-19.44010992559229,-18.871536806350225,-18.896593237839582,-18.24864962131185,-17.640036766852145
ANXA2,-11.333243733725006,-11.933396134020148,-11.399391496456687,-11.638808079493812,-11.769046602002845,-12.005119166218291,-12.38887288147521,-12.128408913062655,-10.48370746761368,-10.808412830031394
RGS6,-17.177897197205585,-17.920694813345055,-17.24283786289737,-17.112739267826225,-16.00146111607511,-16.496066331566304,-16.67889172840783,-16.053614406051256,-17.737149282531714,-16.733146171243625
HOXB4,-18.04039367345565,-17.324050507576263,-17.66910261759947,-18.797237442098293,-17.59415926557587,-18.13078186748456,-17.88881479778206,-18.26432502234007,-17.46338847010486,-16.79203986029719
SLC35D3,-20.499825292092947,-21.693284317241982,-22.66910261759947,-22.6045923641559,-20.963393075241587,-19.876209040398965,-23.263854229128984,-20.04859633128463,-21.803238472989488,-20.377002361018352
PAQR7,-17.01869860235633,-17.85198206326104,-16.499177616157155,-17.282664269268537,-16.933645731847534,-17.235751427086104,-17.430964214964245,-17.24124140922703,-16.145026990237692,-17.103983866611934
PAPPA,-21.499825292092947,-20.693284317241982,-20.347174522712105,-21.019629863434744,-21.226427481075383,-20.056781286040785,-19.219460109770534,-19.896593237839582,-20.995883550931882,-16.71403734829592
MAFA,-21.499825292092947,-20.95631872307578,-20.66910261759947,0.0,-20.548355575962745,-21.9636718816493,-22.67889172840783,-20.311630737118424,-21.803238472989488,-19.64003676685214
NGRN,-13.965846720090596,-13.858286640115251,-14.397639589695093,-13.904152646014806,-13.963393075241587,-14.393816273318356,-14.3331168915661,-13.981311371971922,-13.723753689162672,-13.554697097494774
GRID1,0.0,0.0,-22.66910261759947,-22.6045923641559,0.0,-22.9636718816493,-21.941926134241623,-22.63355883200579,0.0,-18.055074266130987
RPS17,-12.262216961863935,-12.400962684439945,-11.504195690923781,-12.211201906711912,-12.114770134812249,-10.964728930206217,-10.772627438448776,-10.566348579217232,-12.672024567903213,-11.910076205834129
HCAR2,-12.162203390100439,-13.071232497785607,-12.82047967717013,-11.745834264220477,-14.253734827071117,-13.104913781713881,-12.05196593458298,-14.754996959455763,-15.389610543965313,-13.895875671281733
OR2T29,0.0,0.0,0.0,0.0,0.0,0.0,-24.26385422912898,-23.218521332726947,-23.803238472989488,-19.792039860297194
CCDC87,0.0,0.0,-22.66910261759947,-22.6045923641559,-23.548355575962745,0.0,0.0,0.0,0.0,-21.961964861739506
GSTA5,0.0,0.0,0.0,0.0,0.0,-23.9636718816493,0.0,0.0,0.0,-21.377002361018352
C1orf116,-20.2774328707565,-18.37135622235462,-19.084140116878313,-19.6045923641559,-18.024793619905733,-19.504240263012004,-19.054400863500035,-18.518081614585853,-20.34380685435219,-18.438402905682494
MAGEB17,0.0,0.0,0.0,-22.6045923641559,0.0,0.0,0.0,0.0,0.0,-20.64003676685214
CRIP2,-18.561225836757092,-18.233852698604686,-17.459649251970518,-18.904152646014808,-19.74100065390514,-17.291246539677807,-18.263854229128984,-17.86096932810886,-18.311385376659814,-18.31810867196478
DDX28,-15.343320806412956,-16.03984207863806,-15.129943806491438,-15.319190145293652,-16.78017125118582,-16.56279244536712,-16.203158297441433,-16.19061533615706,-15.088992955323365,-15.384536033703757
KRTAP13-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.961964861739506
ACBD3,-13.984125453808906,-14.286724971887443,-14.003766700414293,-14.061560543900661,-13.942876057901076,-13.636119237568062,-13.720822408873747,-13.679362521618913,-13.172061417285509,-13.362052019552378
C16orf72,-10.87624858607574,-11.102385434397844,-10.349712741599259,-10.211470090566369,-10.986113151741671,-10.69556854603838,-10.481367850150042,-10.736974142523657,-11.657624697476097,-11.653057057675566
PLCXD3,0.0,-21.693284317241982,-22.66910261759947,0.0,0.0,0.0,-24.26385422912898,-24.218521332726944,-22.21827597226833,-17.60441285712142
VMO1,-21.499825292092947,0.0,-22.66910261759947,-20.6045923641559,0.0,-22.378709380928147,-22.67889172840783,-21.63355883200579,-20.633313471547176,-22.961964861739506
OR4F15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.261525143598416
ALG12,-15.997324951563765,-15.11333989128745,-15.356219662315114,-15.84970486199243,-16.338902210333796,-15.623821878764678,-16.06909737470674,-15.984901655967242,-15.843236540921405,-15.984684938239589
LCK,-11.949719847036285,-11.868325576713461,-12.194382671072987,-11.751282808752224,-13.53154728827619,-12.643435436407653,-12.163849004706265,-12.372639298342882,-11.107140302033624,-10.86524970725097
GALNT9,-21.499825292092947,-20.108321816520828,0.0,-19.797237442098293,-21.96339307524159,-21.641743786761943,-21.263854229128984,-23.218521332726947,-22.21827597226833,-18.71403734829592
COL18A1,-13.736059638583024,-13.760577429829326,-14.529551265200675,-15.16164886830717,-13.942876057901076,-13.118181830704927,-13.34499099185439,-13.499132511784863,-14.267963096368684,-14.797057935063819
RBM10,-14.588932765926932,-13.579542151192795,-14.141625611539073,-14.84304113171142,-14.166812624778158,-13.935765885079418,-14.106507293766143,-14.042348183619454,-13.448989091044245,-13.667344112847879
ADGRG3,-13.575012788487166,-12.606705751251255,-13.395307018385203,-13.278162877033596,-13.909919661972271,-13.915185007656968,-13.736377223068589,-13.514617759282281,-15.970348458824745,-15.26847790424018
GLUD2,-17.955504775869137,-18.108321816520828,-17.914215115436,-18.019629863434744,-18.847915857821654,-19.105690886521728,-18.709265377451345,-18.933119113864695,-16.8725011354266,-17.917570742381052
TMEM95,-23.0847877928141,-22.27824681796314,0.0,0.0,0.0,0.0,0.0,-24.218521332726944,-22.803238472989488,-22.961964861739506
TCHHL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.50253324310221
RPL35A,-12.943958022041102,-13.324050507576263,-12.713452710071094,-12.91634205502272,-12.6242853903774,-12.110362326245628,-11.721789686845542,-11.572637778207941,-13.390668626184276,-13.009223614553017
RGS7,-21.499825292092947,-22.27824681796314,0.0,0.0,0.0,-22.9636718816493,-24.26385422912898,0.0,-21.481310378102123,-19.792039860297194
SLC25A18,-18.692470370035345,-18.577807099822046,-18.581639776349128,-18.43466736271359,-19.548355575962745,-18.9636718816493,-20.176391387878645,-19.896593237839582,-19.410921050210725,-18.50253324310221
ZNF721,-14.545628981706072,-14.877367381680955,-14.259711681461768,-14.424683274140964,-14.068575311933643,-13.834388864704335,-13.414449128181225,-13.604731868254364,-13.931333235330301,-13.956340312545628
TCEAL7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.377002361018352
C11orf54,-14.484874950626976,-15.41406067330886,-15.234474389962744,-14.182527597983086,-15.060515542139692,-14.734853191153421,-14.636320344656193,-14.728673372287647,-14.694714016211316,-14.757393717490302
CEP63,-13.716281331306412,-14.088422259083123,-14.032477997055821,-13.928635331214151,-13.014052693508114,-12.87025431726134,-12.897532014883168,-13.642982085892413,-14.593785107360535,-14.094686122029843
WFDC10B,0.0,0.0,0.0,0.0,0.0,0.0,-24.26385422912898,0.0,0.0,-21.377002361018352
SRPRA,-14.580962054818354,-13.288142854105638,-13.014466589071501,-13.31227073135386,-14.419072559017778,-14.215479032059841,-14.456499307071379,-14.473687495227399,-14.23528239757402,-14.177330016181983
OTOP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.377002361018352
EWSR1,-11.992030651894252,-11.812680413153739,-12.170253411067744,-12.587784076469346,-11.629119789934396,-11.574309426005419,-11.52449552169559,-11.584390959633618,-11.219685542523,-11.506637641434946
ODF3L1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.961964861739506
HMGN4,-13.08197277720705,-13.83737765035227,-13.774284854291524,-13.957133937700979,-14.01502584365691,-14.079501362540869,-14.226307275166807,-14.029932487019595,-13.481310378102126,-13.486231430773108
SPATA13,-11.570073738675616,-11.397515382821474,-11.944588764479521,-11.81342947560088,-11.7071843867142,-12.087922530229246,-11.956653419988175,-12.10901711696994,-11.328772008856856,-11.37044251516877
GJC1,-22.084787792814105,-20.95631872307578,-22.66910261759947,-22.6045923641559,-20.37843057452043,-22.378709380928147,-20.67889172840783,-21.04859633128463,-22.21827597226833,-17.28953951976801
SOX1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.37700236101835
CNOT10,-14.73164096731602,-14.818815199325842,-14.550161544875962,-14.829805304554727,-14.790132361236019,-14.494030064409788,-14.41993317783995,-14.551409790651917,-13.818820014188349,-14.019450356400265
RP11-294C11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.961964861739506
MTA1,-16.54562898170607,-15.377380009982392,-15.968662899458378,-17.434667362713586,-16.665712526600903,-16.30546039889751,-16.12942790890806,-16.323703569419,-16.584069952527326,-16.519021365890776
ZNF662,-19.91486279137179,-20.95631872307578,-19.861747695541865,-19.6045923641559,-21.226427481075383,-19.504240263012004,-18.709265377451345,-19.17412721336849,-19.803238472989488,-17.234044407176306
CADM1,-18.762859697926743,-18.324050507576263,-16.76221202199095,-16.77170234999116,-18.156038153183985,-18.182312168124643,-18.906302224510902,-17.951734792032042,-17.481310378102123,-15.71403734829592
ZNF320,-15.827399950121452,-15.85198206326104,-15.98260209041625,-15.797237442098295,-16.6535378126548,-15.487938450682904,-15.660227884142792,-15.726668236397268,-15.490355517705133,-15.073221612841246
C12orf60,-18.329900290650635,-19.1907839767128,-17.968662899458376,-17.904152646014808,-18.641464980354225,-17.30546039889751,-17.535933774565784,-18.131058491476605,-19.159382283214764,-17.874502020489164
PYCR1,-18.997324951563762,-19.03031930451955,-17.11451376592183,-18.356664850712313,-18.378430574520433,-18.105690886521728,-20.263854229128984,-18.86096932810886,-18.279676516932476,-17.79203986029719
NAA38,-15.641844296965376,-16.12849969845846,-15.927635631198322,-15.890346846489779,-16.20850557307812,-15.734853191153421,-16.16582214616846,-15.81764189644476,-16.38538595810359,-16.31810867196478
SPNS2,-19.625356174176805,-18.634390628188417,-18.276785194820707,-20.6045923641559,-20.548355575962745,-19.715744368205716,-19.61999803935426,-18.97059381928336,-20.995883550931882,-19.261525143598416
MCEMP1,-17.38434807467301,-15.42649777654708,-16.738365280036582,-13.68275142708141,-16.19962742173167,-15.420640061394066,-15.8629747928468,-14.740763066283057,-18.37697371828739,-17.676562642877258
AP2A2,-15.537893332926465,-14.368353734193098,-14.70331833293738,-16.337805823460997,-15.21296522126882,-14.776319808448806,-14.740292273071972,-14.940071874506462,-15.896347877380968,-15.6581841135624
SLC8A1,-13.545628981706072,-13.27121955106917,-13.159327613272533,-12.060593914021359,-12.288024057405142,-11.887524353626798,-11.87583694378385,-12.292596067754086,-14.1414603752175,-13.990421307788734
OR1G1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.377002361018352
SLC25A21,-23.0847877928141,-20.108321816520828,-19.66910261759947,0.0,-19.460892734712406,-22.9636718816493,-22.67889172840783,-21.218521332726944,-21.803238472989488,-19.50253324310221
OTOP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.803238472989488,-20.377002361018352
CYLC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PCP4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.792039860297194
ABAT,-15.90487870279917,-15.451698330672224,-14.848923655184281,-15.229552932808973,-15.16033829061761,-14.632755003534685,-14.788120798162588,-14.788068781061412,-15.40663369180763,-15.595642647493689
SLC25A10,-19.76285969792674,-21.27824681796314,-19.347174522712105,-21.6045923641559,-20.37843057452043,-19.79374688020699,-20.563414510987894,-20.131058491476605,-19.71577563173915,-19.37700236101835
CAMK1D,-14.084787792814103,-13.94062491597063,-13.433088425699383,-13.721949314794058,-14.904499386188018,-14.046299802172461,-13.454890054209722,-13.700851944593131,-14.291485819222107,-14.782055771724572
RGPD6,-14.822692947443924,-15.439043029866195,-15.392978212325232,-14.314573517223282,-14.728176613547555,-14.687547476375064,-13.92400422624436,-14.388798597640886,-14.37697371828739,-13.725950669839419
LYSMD4,-16.356867338250904,-16.12849969845846,-16.294063186252544,-16.096797723957202,-16.319536885466864,-16.614943727418225,-16.187038632078156,-16.23552775803263,-16.075318018426287,-15.843023789015998
WBP2NL,-18.997324951563762,-18.693284317241982,-18.347174522712105,-17.904152646014808,-18.847915857821654,-18.537407126947205,-18.054400863500035,-18.63355883200579,-18.633313471547176,-17.961964861739506
IGSF5,0.0,0.0,-22.66910261759947,-22.6045923641559,-21.96339307524159,-21.641743786761943,-21.67889172840783,-24.218521332726944,-22.21827597226833,-18.438402905682494
NKX2-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.1546099396819
AFMID,-17.799385573951856,-18.108321816520828,-18.084140116878313,-17.849704861992432,-17.933645731847534,-17.834388864704337,-18.430964214964245,-17.775577836878217,-17.613413914109472,-17.874502020489164
GAS6,-16.91486279137179,-15.389503569064882,-16.025246427824744,-16.300811615978798,-15.537128320539491,-15.99212832769853,-16.399668084474705,-15.994519658528839,-17.088992955323363,-15.961964861739505
