,Gene,Mean Diff,Initial p-val,Adjusted p-values,Reject?
CTSC,CTSC,0.08754626806731558,0.5881575162629519,0.8031275855289908,False
WDR82,WDR82,0.09402667226571637,0.4337734953884099,0.7008450571320044,False
TSC22D3,TSC22D3,-0.28957297774670465,0.16824802031602382,0.46630387669731593,False
ALDOA,ALDOA,0.11740672757207271,0.6065059527919662,0.8117612731791357,False
STAT5B,STAT5B,-0.20756095234519023,0.21617845992380025,0.5187195472171132,False
IVNS1ABP,IVNS1ABP,0.11805538163669915,0.4624711694444149,0.7203072556004521,False
VCL,VCL,-0.2776312247633115,0.2906517754778225,0.5898985569758656,False
RPS17,RPS17,-0.20381223947102,0.4286767764718523,0.6978692785158369,False
MBP,MBP,-0.311074311495231,0.03125027828963034,0.2411096838919788,False
RPL12,RPL12,-0.1126971691861609,0.36068023979756947,0.6461030568786731,False
TNFRSF10C,TNFRSF10C,-0.9965467952040932,9.510932687228082e-05,0.019565442059648934,True
ABCA1,ABCA1,-0.33004438950905346,0.03616590938758492,0.2534037535291804,False
ISG15,ISG15,0.3867115877572118,0.6866259554702019,0.8583233441444875,False
RIF1,RIF1,0.3322880961833832,0.025453928333376136,0.21587406164206874,False
TALDO1,TALDO1,-0.446645320613559,0.011817810236228021,0.15508658971117062,False
FTH1,FTH1,-0.63595196802045,0.10083045538492859,0.37684693568512073,False
EIF4H,EIF4H,0.18382791890260108,0.05389387324355829,0.2935224076047327,False
PLCG2,PLCG2,-0.12135023637196696,0.42142314143303483,0.6907807689324575,False
STT3B,STT3B,0.1778142407530101,0.16180066102384327,0.4582403599522681,False
RASSF5,RASSF5,-0.046356515059382986,0.721370393513312,0.8765943255908561,False
PDCD4,PDCD4,0.20731635426004758,0.10138187833923033,0.37803839709081166,False
EZR,EZR,0.27780524639625703,0.10115923580110753,0.37747647982255383,False
RNASET2,RNASET2,-0.21321401876825163,0.059562495824623446,0.30442731061265166,False
HNRNPR,HNRNPR,0.3602628755233539,0.021399875844567897,0.2030279360190334,False
PRKCH,PRKCH,0.2765788356341101,0.21157013915041412,0.5136934508160275,False
HIST2H4A,HIST2H4A,0.3043146223880697,0.45217337801493085,0.7137763697339764,False
DHX15,DHX15,0.23358007936964675,0.10370381353924032,0.3814104856176827,False
TUBA1A,TUBA1A,-0.45090514541944415,0.0017867914621260532,0.06793044497133578,False
CAPN2,CAPN2,0.21355226539206207,0.0959672419792106,0.3686005623330444,False
HERC5,HERC5,0.11908538463827867,0.8747085090609857,0.9508252756217677,False
HNRNPF,HNRNPF,0.30991755992224945,0.02883880288828079,0.2318835788402381,False
VASP,VASP,-0.3183320540447596,0.040468191129030426,0.2638266299516293,False
MEFV,MEFV,-0.5991670021531981,4.995016745887053e-05,0.016539420431300488,True
DOCK5,DOCK5,-0.6544798439585673,0.013537901656607808,0.16565774737099276,False
ANXA5,ANXA5,0.07892231047524056,0.7152069768980414,0.8738823157666527,False
LCK,LCK,0.29176727705734606,0.2746446321870295,0.5765998650537216,False
SEPT2,SEPT2,0.10294750871089953,0.32554401554513746,0.6171514643387763,False
SERPINA1,SERPINA1,-0.3285121416410526,0.2705134039467225,0.5738975227684916,False
CXCR2,CXCR2,-0.8855729039508766,0.010829926827313202,0.14932775584625155,False
SNRNP200,SNRNP200,0.2888634339270695,0.1008468689034422,0.37684693568512073,False
ERAP2,ERAP2,0.011862740188446352,0.9663760824088592,0.987985685644077,False
RPN1,RPN1,-0.009455664144894627,0.9609647960234282,0.9862483963882857,False
ARL6IP5,ARL6IP5,-0.09090188630737828,0.546316787740307,0.7745176586712137,False
BTG1,BTG1,-0.038738637072686544,0.843879118297073,0.9369192242398886,False
PPP4R3B,PPP4R3B,0.15754036666461957,0.16781955441368668,0.46605918012749015,False
CARD8,CARD8,-0.12115606752385588,0.4763037567157873,0.7282922022295908,False
EIF3E,EIF3E,0.14962693262795135,0.37035393198058786,0.6524267918048604,False
NCF1,NCF1,-0.6323843446966944,0.00042499865911506624,0.034303930231495305,True
PTPRE,PTPRE,-0.3093681802065884,0.0472903474481376,0.2809493787118851,False
PCMTD1,PCMTD1,-0.11596321159635714,0.5772205455933332,0.7952698509599325,False
BSG,BSG,-0.16868184113025286,0.5335316271660138,0.7663719868381906,False
PPT1,PPT1,-0.1821886625785787,0.12400365977134951,0.4130244826731482,False
CHD3,CHD3,0.38129323803562976,0.0694338288178644,0.32409425576887896,False
EIF5,EIF5,0.09940397516684207,0.18907296184573408,0.4890113076098085,False
STK10,STK10,-0.11045886639529456,0.5636434883892076,0.7845881962675554,False
BZW1,BZW1,0.10278147133062987,0.5045624448499861,0.7478985356421676,False
CD14,CD14,-0.4165609196255513,0.012539758490091401,0.1587209720585393,False
MGAT4A,MGAT4A,0.2678172569141033,0.0779584069540146,0.3397082907676392,False
FAM107B,FAM107B,0.2770536540988715,0.023924245180972564,0.20934363858483243,False
IFI6,IFI6,0.40779702984534616,0.5990563936049698,0.8085243612971352,False
AKNA,AKNA,-0.1118164476679322,0.6728593109056803,0.8493998665989851,False
MYL12B,MYL12B,-0.23078145214037704,0.033764386629410864,0.24865989991025783,False
DAPP1,DAPP1,-0.40667720892515113,0.004091380158151754,0.09846525687955587,False
EVI2B,EVI2B,-0.1394869790517781,0.6160461938684783,0.8183860310512447,False
RPL26,RPL26,-0.15203808051746925,0.620329677281531,0.8205116984388131,False
YME1L1,YME1L1,0.20044058534722708,0.016417228925536397,0.17907066851939024,False
PDS5A,PDS5A,0.3982647435327884,0.0005717312110476888,0.038211309538365594,True
RBM25,RBM25,0.2642162926627467,0.24067769416106555,0.5448614587435328,False
ARHGEF6,ARHGEF6,0.23525307628381853,0.03837764472772942,0.25830444267355024,False
CD36,CD36,0.03970746026808314,0.8493570035896827,0.9387300440980135,False
GIMAP5,GIMAP5,0.17143095394246544,0.41296898466622334,0.6852663058908185,False
RPS15A,RPS15A,-0.25719904245693037,0.2884711868319,0.589409600281337,False
USP25,USP25,0.060905846211609216,0.6393190266705995,0.8328350168167238,False
ZDHHC20,ZDHHC20,0.2454824705708365,0.08693763600641514,0.3532540680533441,False
ST8SIA4,ST8SIA4,-0.49029542797515546,0.004633646782378557,0.10270057480222461,False
AGO4,AGO4,-0.33592817923097584,0.08556441169019634,0.35109761539058904,False
LBH,LBH,0.19561828954837424,0.33958622290732077,0.6299996882896953,False
NBN,NBN,-0.13556150405687717,0.42987923619967316,0.6983624129808284,False
CAMK4,CAMK4,0.6190072856127973,0.007025747149510616,0.12307373095127695,False
IFNAR1,IFNAR1,-0.14452856977315065,0.4035875861656949,0.6790325011611318,False
CREB1,CREB1,0.011971535558489066,0.9210849331293209,0.9714488092598216,False
RPS6KA1,RPS6KA1,-0.3000281873259816,0.023050747101461974,0.20741038227039096,False
PRPF40A,PRPF40A,0.1659323703166855,0.09695176015522887,0.3707415522262451,False
BTN3A2,BTN3A2,0.1608406185096971,0.6506554367299535,0.8371952786765668,False
ARID1B,ARID1B,0.211051935577375,0.3232859623868243,0.6160664411122513,False
RPL38,RPL38,-0.09966665787356277,0.6044582330718375,0.811443135998949,False
TNKS2,TNKS2,0.15059907290447505,0.12893958120644472,0.4174523374264808,False
SMARCA2,SMARCA2,0.15380422723118414,0.4020850695013173,0.6777084850624335,False
ARPC4,ARPC4,-0.12456027409385229,0.43289791061985705,0.7003081194728231,False
ATP8A1,ATP8A1,0.17554384897322528,0.31074539043457405,0.6066328152241833,False
RPS13,RPS13,-0.14345396681699185,0.4552470082660568,0.7154162173144689,False
ARFGEF1,ARFGEF1,0.1649331440620614,0.2624274532279335,0.5656816498833174,False
LDHA,LDHA,0.5221316741080404,5.043947906238593e-05,0.016539420431300488,True
FNDC3B,FNDC3B,-0.28232705143158654,0.12329005041491656,0.4118765895270166,False
TNFAIP8,TNFAIP8,0.16058322678107295,0.2196033172550802,0.5218065235411133,False
DMXL1,DMXL1,0.2582006438464859,0.12940159900565149,0.4177879933434772,False
FKBP15,FKBP15,-0.18925782283574755,0.01640700870863948,0.17907066851939024,False
RASGRP2,RASGRP2,-0.057698137997155285,0.7223985313616239,0.8773119505541305,False
ITPR1,ITPR1,0.165862156676166,0.26843929515860865,0.5709980790795217,False
PLXDC2,PLXDC2,-0.11042230970590339,0.5163846599787765,0.7557375562972434,False
NUP50,NUP50,0.08259124235352999,0.4461893847019558,0.7108051863443275,False
TRAM1,TRAM1,0.08138427509072166,0.6406231649493919,0.833381957576738,False
RPS15,RPS15,-0.027596389336892457,0.8915958740034333,0.959387296409496,False
EIF3L,EIF3L,-0.0783955859989689,0.6985962781663786,0.8644305125943172,False
GNB1,GNB1,0.03242934976086431,0.7488732214968279,0.890745714866155,False
APOBEC3A,APOBEC3A,-0.5422757843527268,0.06071088114307412,0.3067905736635536,False
TRIM58,TRIM58,0.20881314757445146,0.623297330749859,0.8227638154010485,False
MGA,MGA,0.24550174832677207,0.14490784584274163,0.43655412759916395,False
WAPL,WAPL,0.17163247055031938,0.12458500251964778,0.41396992717743414,False
CHD4,CHD4,0.23074580677794287,0.24280659526186044,0.5467316746958587,False
NCOA1,NCOA1,-0.12776449247010646,0.3994106617795682,0.6753200232475941,False
HBP1,HBP1,-0.19793469950603715,0.15568839241558052,0.4504385694339899,False
CCNI,CCNI,0.04377530748269365,0.833782967414693,0.9315620633353588,False
SRRM2,SRRM2,0.26650007115106966,0.5872716793924005,0.8023901865159626,False
PLCL2,PLCL2,0.14984266332453444,0.04866965490952146,0.283025194634055,False
AOAH,AOAH,-0.16198295747099856,0.13447958392068243,0.4232436334972168,False
FAM210B,FAM210B,6.827667313302754e-05,0.9998506590832438,0.99999974336188,False
DYRK2,DYRK2,0.3390947576024548,0.0449219206620497,0.2748713627654356,False
MARCH1,MARCH1,0.13492239391724148,0.40422193277065743,0.6790889311370538,False
PIK3CD,PIK3CD,-0.2723151186788755,0.1416011739779049,0.43230941195945743,False
PSEN1,PSEN1,-0.06364126008176285,0.3176844434927577,0.6119841869105909,False
VAV1,VAV1,-0.16301268253861423,0.007661665556370071,0.1284310903177756,False
PPP1R15B,PPP1R15B,-0.05349562771744054,0.6184132315496473,0.8196778560448221,False
KMT2A,KMT2A,0.4354413487189124,0.08436838853158497,0.3494712625919614,False
RPS25,RPS25,-0.16757664940664085,0.2991878371677541,0.5967758591895503,False
COPB1,COPB1,0.16754299890090607,0.2787811568409958,0.5798273882199906,False
ANKHD1,ANKHD1,0.26159079879467306,0.19052471470799237,0.4898779342382454,False
GRK2,GRK2,-0.14598630599811457,0.3248546079776884,0.6169482197775957,False
ATG16L2,ATG16L2,-0.5016438346732119,0.10015807895559277,0.3760138541971503,False
RPS10,RPS10,-0.20583157428392695,0.21531122699767136,0.51811154485196,False
NFE2,NFE2,-0.24628395985513052,0.15275614959154166,0.44627902321238944,False
INTS6,INTS6,0.120559083267473,0.28562841092818525,0.5862888290947973,False
M6PR,M6PR,0.09999007601055077,0.5470993994239859,0.7750259042132219,False
SHISA5,SHISA5,-0.025665754619469183,0.9377585175174132,0.9783488469742001,False
AHCTF1,AHCTF1,-0.06889604795647308,0.6596567496047189,0.8417582723583018,False
NBPF19,NBPF19,0.07315485608965311,0.8117175761551251,0.9217049615097703,False
LIMK2,LIMK2,-0.4418559291146611,0.06661203036540658,0.319451569755124,False
DMTF1,DMTF1,0.17689068558236087,0.21356305004193554,0.5157461643475327,False
PARP4,PARP4,0.15543668900536645,0.13170233481024704,0.4195363081857687,False
TUBB1,TUBB1,-0.5829098867351217,0.013585927933645435,0.16565774737099276,False
G3BP2,G3BP2,0.17250079952917652,0.16689258743204527,0.46449946427353,False
ELOVL5,ELOVL5,-0.16824237807132647,0.04558276950733268,0.2758869968239233,False
IFIT5,IFIT5,0.08323341215071345,0.8553861521547077,0.9411057809807973,False
LAP3,LAP3,0.4966010738037525,0.3517694971372791,0.6387121186124709,False
BTAF1,BTAF1,0.2393822584986065,0.11094205166538672,0.3912621167180401,False
ZFAND5,ZFAND5,-0.07872045945147832,0.4130696473517069,0.6852711161520095,False
ZMYM2,ZMYM2,0.2061848374449955,0.2160978523663336,0.5187195472171132,False
MS4A6A,MS4A6A,-0.06112194119084613,0.6408701298755197,0.8334477377771803,False
CD74,CD74,-0.031391383827536146,0.9283722036850179,0.9744332833116829,False
CASP8,CASP8,-0.15370990111414606,0.2512850691178382,0.5553357687981205,False
ATP2B1,ATP2B1,0.12239126863961047,0.4714777761461417,0.7243362086532159,False
CCR2,CCR2,-0.0798324399457222,0.5596727384362298,0.7826170718592907,False
EML4,EML4,0.30327358366100654,0.03425199229618211,0.2502828378578265,False
EHBP1L1,EHBP1L1,-0.3210012410621701,0.323094423878026,0.6160664411122513,False
DUSP1,DUSP1,-0.3684320524554785,0.1304456250020713,0.41868552703160816,False
BIRC2,BIRC2,0.14345691251907766,0.4986993859301355,0.7438312233923116,False
UBE2H,UBE2H,0.23833484735099297,0.26927387861154384,0.5721933593096252,False
PPM1K,PPM1K,0.23269514561595628,0.3717099966349048,0.6525991439192135,False
AFF1,AFF1,-0.1172435006340482,0.5252222656294523,0.760637550211745,False
TAP2,TAP2,0.28762635891095556,0.4038684845212569,0.6790325011611318,False
KAT2B,KAT2B,0.10686133915125495,0.5489545094980448,0.775797917412322,False
SEC62,SEC62,0.27842288560550976,0.24841242557040266,0.5523220729057458,False
HIST2H2BF,HIST2H2BF,0.12718615684783963,0.6868883765790416,0.8585491048771748,False
RMND5A,RMND5A,-0.02700650780611369,0.8584451903320383,0.9430359087137712,False
SHOC2,SHOC2,-0.1254235399588879,0.32273050418253635,0.6160664411122513,False
RNF169,RNF169,-0.09446531337139419,0.07840969052383795,0.3404377915219476,False
HLA-DRB1,HLA-DRB1,-0.19950018999994334,0.5394672565721763,0.7700489624829066,False
INPP4A,INPP4A,0.161617426586794,0.18113265968310277,0.4802932487632771,False
NFATC3,NFATC3,0.2848756651255968,0.14447439926753766,0.4362096390613272,False
TMEM30A,TMEM30A,-0.03190436707218858,0.7814361934860684,0.9073376096325457,False
TMEM140,TMEM140,-0.45152219938182725,0.1368335034473094,0.42716911002844843,False
TGFBR1,TGFBR1,-0.041247202076881706,0.6927366762568419,0.8606305877294627,False
LIMS1,LIMS1,-0.15062524501689012,0.39436871012457986,0.6710087360689503,False
SRSF11,SRSF11,0.3379169501259671,0.10266153555132919,0.38010850124915213,False
COPB2,COPB2,0.1937937542878636,0.08095524875347691,0.3432658987852696,False
SEL1L,SEL1L,-0.039404247646809054,0.7095866672554065,0.8705479714250924,False
ZNF148,ZNF148,0.07644007643869699,0.5057899268161211,0.7488716949458951,False
EPS15,EPS15,0.015042866503891972,0.8329215340734553,0.9311576451132288,False
PSME4,PSME4,0.3712472672998448,0.09456940934975529,0.3669423493674083,False
DYSF,DYSF,-0.5252687661535909,0.21684727340156018,0.5193851827809619,False
RAB31,RAB31,-0.3732858932354546,0.03628692463930987,0.2534037535291804,False
PCBP2,PCBP2,-0.1576762740466453,0.5280660271983306,0.7631363128934945,False
SMARCA5,SMARCA5,0.20382953290663153,0.19717079555204087,0.4984131914544844,False
HELZ2,HELZ2,-0.2481871757070735,0.5650160022249875,0.7857803726105758,False
DNAJC13,DNAJC13,0.31831474780518754,0.10929320481788626,0.3898438607941736,False
TTC3,TTC3,0.37300475986223347,0.09862570914048549,0.37298392962381277,False
STARD5,STARD5,-0.10819718712285642,0.6217472698175672,0.8217652225967669,False
HNRNPA3,HNRNPA3,0.3445295005309994,0.022621254446891455,0.20700251180247733,False
PNRC2,PNRC2,0.1985411275549911,0.18040626838383866,0.47976799029747813,False
CCT5,CCT5,0.3079980562280884,0.08124763204763549,0.3436241044239578,False
AGTPBP1,AGTPBP1,-0.10649094298758754,0.6744694653405026,0.849910904265389,False
SERPINB1,SERPINB1,-0.07255087772836255,0.7281700395998643,0.8791243119854792,False
PRKACB,PRKACB,0.3239801485664504,0.03889547728835213,0.2594597858783719,False
PRR14L,PRR14L,0.21114180384595116,0.07636300215932383,0.3384755059078538,False
TMED10,TMED10,0.15438196232372725,0.2888369210536408,0.589409600281337,False
NT5C2,NT5C2,-0.23369884662830387,0.11258740127804283,0.3934219358808381,False
TCP11L2,TCP11L2,-0.035756216384205786,0.8732542909127758,0.9500637068774193,False
DDB1,DDB1,0.314117197088148,0.02063883122670871,0.20011651448430212,False
PPP1CC,PPP1CC,0.22338898246543515,0.13774289207390422,0.4279941268970912,False
SEC14L1,SEC14L1,-0.4365226270911613,0.05251554230260738,0.2909427589130197,False
BBX,BBX,0.1857983766948692,0.16272241795972942,0.4595395238113036,False
TNFSF13B,TNFSF13B,-0.32796090714690074,0.290942965201783,0.5898985569758656,False
GNAI2,GNAI2,-0.0755921057179112,0.745402525100559,0.8885172148561875,False
CAND1,CAND1,0.4355604070929857,0.004580652293515562,0.10270057480222461,False
MAT2B,MAT2B,-0.023023231013358014,0.8933720643307742,0.9599747128543589,False
HUWE1,HUWE1,0.4144532625935149,0.20198387149513886,0.5032568621358723,False
KCTD20,KCTD20,0.150762236886818,0.10410712863714866,0.38201213932602507,False
PIK3IP1,PIK3IP1,0.0846895973807662,0.5950614621079531,0.8064823098155999,False
GPRIN3,GPRIN3,0.5643918353667399,6.0344032124363245e-05,0.01711324132651199,True
ERAP1,ERAP1,0.253738249866986,0.03995990220728428,0.2626168273889294,False
PIAS1,PIAS1,-0.053415593212365664,0.44171064602891474,0.7067505045412324,False
RASA2,RASA2,0.3333932607566208,0.015611193783449273,0.17575993172718157,False
SLC4A1,SLC4A1,-0.21795179253113162,0.6172254535008341,0.8191938633423037,False
LPP,LPP,0.1071735237778988,0.34226927818694564,0.631997729373717,False
EIF3D,EIF3D,0.09370791947392831,0.47396986724747325,0.726356917924308,False
CCNDBP1,CCNDBP1,-0.17374673816972752,0.21712235777328026,0.5195587001402576,False
SH3BGRL,SH3BGRL,-0.008949204862611637,0.9600458663745565,0.9861451314403328,False
PSMB8,PSMB8,-0.027944577111117752,0.8804070177600405,0.9538575980749721,False
FOXN2,FOXN2,0.1412601565292153,0.24462524536728747,0.5480044192226617,False
PARP10,PARP10,-0.07114725848358994,0.852318080046157,0.9399241673865928,False
MAN1A1,MAN1A1,-0.16521312897014617,0.33021043643629233,0.6209426499221274,False
CHD8,CHD8,0.23713798619927218,0.11415443430686557,0.3954514622588116,False
HLA-DPB1,HLA-DPB1,-0.3012668247774961,0.21754590600436774,0.5202163153381565,False
ZNF451,ZNF451,0.19827114092509213,0.1073250772342665,0.3869507172219362,False
RALGPS2,RALGPS2,0.15176557255980505,0.5209283265866915,0.7592861412521398,False
APC,APC,-0.01898293323192135,0.8276465354983742,0.9285287983167466,False
ESYT2,ESYT2,0.296133261791411,0.0061801413480615,0.11494842679831618,False
PTPN4,PTPN4,0.18936647074187896,0.337268777201985,0.6277458487343911,False
BCL6,BCL6,-0.49823094672147406,0.19174154874434401,0.4916757690506565,False
IST1,IST1,-0.0449238543699515,0.6845938298674541,0.8569277593998615,False
GBP4,GBP4,0.08300534070448684,0.8550221757778564,0.9410078800741005,False
SERP1,SERP1,0.0017361134464799477,0.9885220530594366,0.9962337116786364,False
CDS2,CDS2,-0.38016064233849534,4.50557510888411e-05,0.016302413661214127,True
KIAA0430,KIAA0430,0.11111879334296404,0.6343370633418627,0.8300410033228788,False
SLC5A3,SLC5A3,0.31350875926617583,0.10529329253516503,0.38397266104136685,False
PIK3CG,PIK3CG,0.032033711455598635,0.667663016656911,0.8462394705525663,False
CPEB4,CPEB4,-0.047977583140479396,0.7842997557288665,0.9082504510388473,False
SETD2,SETD2,0.16379025438381234,0.4015541655142233,0.6772249038708584,False
MON2,MON2,0.15626831599276692,0.3434295359853683,0.6322873127342822,False
IRF9,IRF9,-0.12443005023777332,0.5793379553370591,0.7973495757281953,False
PIKFYVE,PIKFYVE,0.20397918175322083,0.30601453083385033,0.6026987916021521,False
ARAP1,ARAP1,-0.3698598209570303,0.07670875021482826,0.3384755059078538,False
SLTM,SLTM,0.28245701593491646,0.22211176288855528,0.5241102173813341,False
AFTPH,AFTPH,0.0989877609190053,0.28971903275208777,0.5898985569758656,False
ABI1,ABI1,-0.014066443947884366,0.9076102327203923,0.9661105221516387,False
CDC42EP3,CDC42EP3,-0.038927633750198254,0.8160566467415421,0.9227243959330821,False
SMAP2,SMAP2,-0.20142051328252286,0.36123919210234534,0.6466193863408238,False
GOLGB1,GOLGB1,0.24979013296373154,0.26741476884571636,0.5696271152046491,False
SPTAN1,SPTAN1,0.352782828029957,0.11924821439063288,0.4058128181002462,False
IFIH1,IFIH1,0.09165873385434686,0.8476725362856106,0.9380033235788099,False
USP7,USP7,0.2647761316324537,0.15711012583684764,0.4524472320000212,False
IFNGR2,IFNGR2,-0.3216363361778285,0.010664055528681892,0.1478761249341759,False
CFL1,CFL1,0.031236148077422143,0.8587151854320207,0.9430359087137712,False
RAF1,RAF1,-0.3692656216723851,0.003924503170304697,0.09675957675480333,False
PARP12,PARP12,0.21347616258267266,0.6135335829756121,0.816980696213591,False
RB1CC1,RB1CC1,0.04946488366566193,0.7296311978650216,0.8794719725481283,False
RC3H2,RC3H2,0.21017698955545683,0.04050554663605021,0.2638266299516293,False
TM9SF3,TM9SF3,0.22946665352676376,0.06843993679086383,0.3223250703530225,False
CELF1,CELF1,0.09070186578590977,0.47779998708526794,0.7288272599796014,False
MARK3,MARK3,0.008320891530651409,0.9584247496627736,0.9854728954641336,False
PLEKHA2,PLEKHA2,0.10645807149009912,0.118940968807629,0.40552007529326417,False
MAP3K5,MAP3K5,-0.24212401827900898,0.01715839872906205,0.1814950381694033,False
GPATCH2L,GPATCH2L,0.13311633669169964,0.1079265434347954,0.3874352447010975,False
NBPF14,NBPF14,0.05552972640353282,0.8460700543683033,0.9374104753118272,False
HELB,HELB,0.3169207974659951,0.07463882124573888,0.3349808175070736,False
FUBP1,FUBP1,0.30946112304662066,0.11060171992196083,0.3908871159114634,False
SENP6,SENP6,0.004014329654070892,0.9799521326980851,0.9925602641472565,False
ARL6IP1,ARL6IP1,0.1721725748480729,0.2931545644965423,0.5912110023567593,False
AGFG1,AGFG1,0.2407391278950044,0.08295040777351585,0.34660534865581066,False
PANK3,PANK3,0.2673360826360831,0.029482691522164185,0.23279084132034214,False
STK17A,STK17A,0.12179435871818,0.39122685865099216,0.6681548547892026,False
PELI1,PELI1,-0.4092019317484823,0.006394461419597756,0.11667658219694894,False
HIST1H4J,HIST1H4J,0.17578048184126338,0.8007025256551453,0.9171238512934657,False
XBP1,XBP1,-0.05306742122371766,0.8515606577311126,0.9395821221422255,False
MTDH,MTDH,0.2533037047953961,0.00864183750114267,0.1369641088851992,False
LUC7L3,LUC7L3,0.2608480208753807,0.3571927299454858,0.6432166321122331,False
ACIN1,ACIN1,0.11481486903103999,0.46831806093546924,0.7241469810486116,False
GLIPR1,GLIPR1,-0.30344903423316794,0.07199206141944084,0.32958022217003985,False
ATF6,ATF6,-0.1950352632478669,0.03527028242552685,0.2512498801704367,False
ARPP19,ARPP19,0.21658790194801902,0.04370054137369451,0.2722951765943698,False
PPIB,PPIB,-0.024983321225715116,0.9193408526694905,0.9711712037713646,False
HSPA5,HSPA5,0.2718262539563199,0.1578937488876052,0.45304323409287434,False
APAF1,APAF1,-0.0951648340254696,0.5616202758843358,0.7838075186178909,False
AP2B1,AP2B1,0.2783941899138398,0.041410151048086555,0.2673320935801375,False
GOLGA4,GOLGA4,0.2995376927347664,0.19686116118426167,0.49799347727090526,False
KCNJ2,KCNJ2,-0.7962097510940609,0.0007905187533315809,0.04458284817698639,True
LMNB1,LMNB1,-0.12168963849394032,0.534183092967252,0.7667829267449214,False
SPEN,SPEN,0.1630065884809504,0.31172799233870463,0.607316654703456,False
FAR1,FAR1,0.09529894808457051,0.5756057628835165,0.7936703377052219,False
FAM8A1,FAM8A1,-0.41800960048634295,0.06151526559958482,0.308841953079638,False
TROVE2,TROVE2,0.22838364780966813,0.09252951337064093,0.3630576044296385,False
CHD9,CHD9,0.19622983498791768,0.2707456417921832,0.5742741094249805,False
TRIM56,TRIM56,-0.09099962808999962,0.6280288005075896,0.8261727955663836,False
DDX21,DDX21,0.41759153296232654,0.00460437397898927,0.10270057480222461,False
CRLF3,CRLF3,-0.034368579971195246,0.7696196248816709,0.9020014211865712,False
TPI1,TPI1,0.04291689492843176,0.842674781506799,0.9360763322607438,False
BDP1,BDP1,0.45880307456833336,0.062372604481261425,0.3111067995204345,False
VPS35,VPS35,0.13716978314913142,0.31270473139174604,0.6083269849626799,False
UGGT1,UGGT1,0.1691797993154065,0.30478186826078246,0.6015129988707792,False
SLC16A3,SLC16A3,-0.5873740103105085,0.0006288669943858978,0.04034260760744973,True
ITGAL,ITGAL,-0.001999422762109404,0.9929947144573468,0.9975122844399086,False
VPS8,VPS8,-0.12817510023201883,0.4761872989989543,0.7282922022295908,False
SPAG9,SPAG9,-0.30709142033929204,0.01029043498952872,0.1460264807911731,False
MARCH6,MARCH6,0.14308934462876266,0.3820972082431925,0.6599243486904298,False
ANP32A,ANP32A,0.002268741908991956,0.9771514427151129,0.9914196599607537,False
XRN2,XRN2,0.02997959565623276,0.8039237904959156,0.9184074397031727,False
PPP4R3A,PPP4R3A,0.14925538716127384,0.15230570787865297,0.4456616498002773,False
SYNRG,SYNRG,0.3110059616183438,0.005275557589004558,0.1079869756035455,False
SF3B3,SF3B3,0.4123220334221216,0.010936733644440554,0.15020830645433864,False
RPL24,RPL24,-0.17249711551215086,0.359805670431112,0.6455952291097227,False
MORF4L1,MORF4L1,-0.01544063416006658,0.9171234516140582,0.9700984251800717,False
FOXP1,FOXP1,0.26316563848720165,0.035767004443760984,0.25242876672537956,False
DNM2,DNM2,-0.04301748993793275,0.7677123949454222,0.9014702903610566,False
TAX1BP1,TAX1BP1,-0.038325823885330124,0.8216014400516959,0.9261296163131864,False
RAB10,RAB10,-0.05190017675204395,0.5040603045726304,0.7475766467675775,False
POLR2B,POLR2B,0.2468832070737701,0.09868667301813,0.37298392962381277,False
IFI27,IFI27,2.6121817697296805,0.02439704035064944,0.21121403924443097,False
CCR7,CCR7,0.4113089367868774,0.08293529338106727,0.34660534865581066,False
FYN,FYN,0.3276641205903612,0.009503957509333857,0.14210521701705073,False
CCND3,CCND3,0.15845459716102184,0.33130354328516576,0.6213673532127111,False
PPP1R3B,PPP1R3B,-0.6058048534842211,0.011063518892547327,0.15053742818763213,False
FLII,FLII,-0.03419927589050609,0.8453130258846568,0.9373133744642146,False
TBC1D1,TBC1D1,-0.06775207782019876,0.36807347537635715,0.6518550211654363,False
KIAA0922,KIAA0922,0.28213260714258404,0.08191248172754893,0.3446765216065596,False
VAPA,VAPA,-0.018022992163245988,0.8922667383622378,0.959597191516717,False
REL,REL,0.18830343957243834,0.24410894557661822,0.5477037051244019,False
DEK,DEK,0.16004714049200075,0.26368279547762585,0.5668392841751715,False
VPS13D,VPS13D,0.22574755018582238,0.2831617263886669,0.5844693604268113,False
PIK3R1,PIK3R1,0.15686632869173778,0.15929356249480398,0.45469732079923236,False
PBXIP1,PBXIP1,-0.1518646462648814,0.12252543395930918,0.4108161266564321,False
AC013264.1,AC013264.1,-0.04582402352758308,0.6148412533997301,0.8176119656051536,False
ZBTB20,ZBTB20,0.21957230699881514,0.2195734381904232,0.5218065235411133,False
MAN2A1,MAN2A1,0.19868913156608237,0.1038986052300325,0.38159190223266753,False
B4GALT5,B4GALT5,-0.2418526953954867,0.20237958631001873,0.5035733932063141,False
SEMA4D,SEMA4D,-0.14853946616919345,0.6138924988448258,0.8172193530046329,False
GIMAP7,GIMAP7,0.24291338133064144,0.1991043924021345,0.49980918408507113,False
SQRDL,SQRDL,-0.07997402232191497,0.7174445745341491,0.8746538771449782,False
PBRM1,PBRM1,0.3540192139725793,0.00907318614297973,0.13898531707779022,False
MDM2,MDM2,0.015502079352767595,0.8988545667541659,0.9616314201622617,False
