,Gene,Mean Diff,Initial p-val,Adjusted p-values,Reject?
MCC,MCC,-0.24170343518212078,0.25674285044042533,0.5602001933190649,False
VPS37B,VPS37B,-0.10085422035507285,0.5932611762788956,0.8058368314167574,False
CH507-9B2.3,CH507-9B2.3,0.20037688623162708,0.2946292800765884,0.5929964556906863,False
TRADD,TRADD,0.010646436466073439,0.960805928137018,0.9861839377482973,False
TMEM50B,TMEM50B,0.03921001458141937,0.7654289786004012,0.9006107055902679,False
NVL,NVL,0.2463185564004764,0.06391743684863213,0.31420413743396725,False
MOB2,MOB2,-0.04574798802413227,0.7426482984254508,0.887253882652889,False
EML2,EML2,0.15296725806344114,0.19748540847346419,0.49896806913365266,False
CIPC,CIPC,0.11922124513440302,0.31421046179240775,0.6093162771368942,False
WLS,WLS,-1.1204267699382324,0.00044070938366952303,0.03458715837709275,True
EMC2,EMC2,0.10488537238605744,0.6233653228283937,0.8227638154010485,False
HIGD1A,HIGD1A,0.1191083135859543,0.5004699325593205,0.7454834839528166,False
ARL1,ARL1,0.23648656198179374,0.043703881298437906,0.2722951765943698,False
CWC15,CWC15,0.0799679056604301,0.48814761517030425,0.7373158091236509,False
DNASE1L1,DNASE1L1,-0.015864088621672323,0.9231228737204181,0.9721542229762636,False
GTF2E1,GTF2E1,0.14614471032962761,0.2816078569243172,0.5829377081686449,False
SPOUT1,SPOUT1,0.09138240442401901,0.4688055555706999,0.7242789112608823,False
GPR89B,GPR89B,0.1606655667281931,0.3215482098689606,0.6154697858728572,False
ABHD17B,ABHD17B,0.21748327853144467,0.15239054602910462,0.4456616498002773,False
PHACTR1,PHACTR1,0.1332763144702067,0.21881394378986496,0.5212292195657328,False
SLC9A8,SLC9A8,-0.25398503804382777,0.18654806107393873,0.485719306414104,False
TIMP1,TIMP1,0.044205241263405526,0.9055636366297308,0.9650700019455378,False
GGPS1,GGPS1,0.12928026902808654,0.28386325247755007,0.5851242837797304,False
ACACA,ACACA,0.33572781622077663,0.05588388121226067,0.2976596779493661,False
ANKRD26,ANKRD26,0.4654482147152539,0.09218240890702743,0.3624753532220141,False
RRP36,RRP36,0.23139995466101837,0.10734734147900032,0.3869507172219362,False
PHF2,PHF2,0.013762993596380113,0.9342915977614534,0.9774199137897239,False
NUTF2,NUTF2,0.05208471186614361,0.68818608133474,0.8591509690357094,False
KCTD18,KCTD18,0.09915850499026213,0.23386275688365177,0.5379861798357136,False
TSPAN17,TSPAN17,-0.004687365517202835,0.9715172485392299,0.9894103230357266,False
CYSTM1,CYSTM1,-0.3051239749478327,0.34433902155710927,0.6327054128795694,False
LYRM7,LYRM7,0.2664802056099429,0.17184137331502525,0.46981019546497127,False
FGFR1OP,FGFR1OP,-0.10306936885825024,0.6158547490797851,0.8183860310512447,False
NAPEPLD,NAPEPLD,0.2974654468843507,0.016660786956999744,0.18028822518608123,False
SLC25A12,SLC25A12,0.38073799088556726,0.015907606755209688,0.1771958786437529,False
UROD,UROD,0.1273507183850331,0.2946615381655616,0.5929964556906863,False
NELFE,NELFE,-0.07387765676292268,0.6542428238059017,0.8391828527504133,False
IFFO2,IFFO2,0.11388220642169777,0.43527740336809284,0.701376811047512,False
ADPRHL2,ADPRHL2,-0.031627644233497065,0.8923353287617396,0.959597191516717,False
KBTBD8,KBTBD8,0.2234392668886862,0.27137862552929437,0.5749194261415074,False
POLB,POLB,-0.13205444790238374,0.5141292091420412,0.7543776350114119,False
MCM2,MCM2,1.0061901124891577,4.027904653092153e-05,0.015902615837710726,True
STK16,STK16,-0.004077664225352606,0.9795321973581027,0.9925381966877814,False
PTK2,PTK2,0.17940072454998202,0.2387403343136042,0.5426695020805502,False
TAF4B,TAF4B,0.4144936525617382,0.0033788282937731447,0.08983794985822209,False
ARID5A,ARID5A,-0.17118684530357164,0.2840113403064929,0.5851242837797304,False
FASTKD1,FASTKD1,0.36604103367003127,0.013640359642479533,0.16565774737099276,False
POP4,POP4,0.17324793214928036,0.3623928463312709,0.6476900249623617,False
PRMT1,PRMT1,0.11633656010659443,0.4093188926608552,0.6831530365341743,False
DPP4,DPP4,0.5824418656098569,0.002606082683497079,0.08373127042838599,False
GNE,GNE,0.14438811945793795,0.23153156175981926,0.5362409609589712,False
CDKL5,CDKL5,0.08166354511817886,0.5975085423201805,0.8077150865531398,False
BUD31,BUD31,0.08235679871795831,0.38992868090778743,0.6671321781779576,False
NDUFA11,NDUFA11,-0.0018211863689270302,0.993289043447834,0.9975122844399086,False
PQLC3,PQLC3,-0.028883813766036326,0.8772062369558418,0.951694087001666,False
MTIF2,MTIF2,0.27026052417680546,0.037965607398427144,0.25801314408405424,False
PRMT7,PRMT7,0.21322338358199744,0.03979038917729857,0.26256335384339347,False
ARMC10,ARMC10,0.11912379342326496,0.19991711059641293,0.5011300146890016,False
SGK3,SGK3,-0.08225427544079977,0.39402708184608526,0.670832961206496,False
INSIG2,INSIG2,0.19940210920361245,0.19487607984486,0.4958245882899289,False
ZNF551,ZNF551,0.3401304791793187,0.031326840223336344,0.2413454731743526,False
FBXO25,FBXO25,0.21032817579175322,0.0788321532898174,0.34099072405380426,False
SCFD2,SCFD2,0.19564014719153278,0.16741840712583034,0.46547995388747687,False
EIF2B2,EIF2B2,0.2265706888876231,0.08549684475495088,0.35109761539058904,False
EDC4,EDC4,0.13522057896360273,0.47187293004637143,0.7247179193584781,False
LMO4,LMO4,0.06086391919022205,0.415626065918674,0.6873387406910397,False
ULK2,ULK2,0.2873588062014871,0.07474277118602432,0.33519787884276153,False
GPR180,GPR180,0.37745148152457375,0.05450744437288945,0.29501595942547476,False
CR2,CR2,0.4070062297659316,0.09800238033545432,0.3727216298876122,False
RPP14,RPP14,0.03546986114449524,0.7562261642760592,0.8947994070533027,False
COG8,COG8,0.11293328421263382,0.32651349584421363,0.6178730589528104,False
KHSRP,KHSRP,0.27249043117223515,0.23320928125291063,0.5374621102979994,False
POT1,POT1,0.2625270274650475,0.04807809594993925,0.2819918730031931,False
HSPA14,HSPA14,0.22220433058529565,0.046592422115685685,0.27892732097121775,False
TTLL3,TTLL3,-0.20933087942731277,0.40423038824759727,0.6790889311370538,False
MRPL35,MRPL35,0.2797427673515145,0.08098030081491814,0.3432658987852696,False
CYTH2,CYTH2,-0.22970693858634839,0.041408191085211044,0.2673320935801375,False
ESRRA,ESRRA,-0.1679636458973448,0.1898705371395525,0.48939119287775096,False
SPICE1,SPICE1,0.20501738944068393,0.2534833723273999,0.5573941032989831,False
CYB5R1,CYB5R1,-0.23578833458146065,0.04252409370303019,0.26893730488142564,False
SLC37A2,SLC37A2,-0.10350564486861202,0.46260846960110225,0.7203072668829746,False
GBA,GBA,-0.0784509151204027,0.7289066484981898,0.8793623606309512,False
CDK5RAP1,CDK5RAP1,0.14169091377536347,0.13712661600189213,0.4277257971783157,False
HARS2,HARS2,-0.010453732009827021,0.9222702179017791,0.9721542229762636,False
COPS4,COPS4,0.21581883846735117,0.18179322229474415,0.48089778964328667,False
ASTE1,ASTE1,0.18009266876038232,0.18271965195239925,0.4817254837279784,False
PRRG4,PRRG4,-0.6024891763356379,0.042968256782693795,0.26981802418959067,False
AGPAT4,AGPAT4,0.239832802642292,0.033101177055839946,0.24685902689902528,False
C12orf76,C12orf76,-0.15631653230281728,0.1468791011265595,0.43907477662081,False
SURF6,SURF6,0.13279423089665698,0.20443560888343937,0.505929916041021,False
PPP1R12C,PPP1R12C,-0.33671636885957135,0.054637366165585496,0.29506427337904717,False
MFSD8,MFSD8,0.06501974316339698,0.6893853616045852,0.8591509690357094,False
C1orf27,C1orf27,0.06345820269367941,0.6958340241717199,0.8624827671076497,False
GZF1,GZF1,0.12330527524449941,0.1846714652629282,0.4841756931771493,False
STARD3NL,STARD3NL,-0.0843831499958192,0.4575707507984511,0.7167148122121889,False
TSSC4,TSSC4,-0.19952079581461035,0.29959765749452505,0.5968631517163568,False
THAP11,THAP11,0.0222526399719154,0.8743870645474259,0.9506079636468798,False
SRRD,SRRD,0.06819181629327531,0.6053578591495068,0.8117612731791357,False
MAD2L1BP,MAD2L1BP,0.1474759260170604,0.5657546735379209,0.7860081045141816,False
UQCC1,UQCC1,0.1960739585633391,0.07785355295840161,0.3396945123801413,False
HIBCH,HIBCH,0.3866915626716221,0.019070589884193766,0.1927819842532227,False
NOP2,NOP2,0.3540820261925042,0.08445208608131012,0.3494712625919614,False
NDUFA5,NDUFA5,0.22283570588191992,0.30683611307820535,0.6032901523816199,False
TK2,TK2,-0.23787038667078697,0.03810953827434518,0.25801314408405424,False
SRP19,SRP19,0.12477143344772479,0.18620870283943658,0.48532906231526574,False
METTL17,METTL17,0.1970765990982457,0.15940177052194915,0.4547587759888016,False
ZCCHC8,ZCCHC8,0.11385227306660006,0.21282144837590078,0.5151408207170304,False
USF2,USF2,-0.12344427504817368,0.554172787179174,0.7795960278521212,False
HIST1H4I,HIST1H4I,0.4089818846661277,0.4158600301302364,0.6875089485042651,False
IMPA1,IMPA1,0.25975857080253206,0.10150521859632562,0.3782019119078523,False
VBP1,VBP1,0.16799767896623052,0.1404570114442628,0.4316154658801705,False
AIMP1,AIMP1,0.2578159508558713,0.0735013678534327,0.33329725708127456,False
CEBPA,CEBPA,-0.24915296796102737,0.16471393309781956,0.46164555934733,False
TRMU,TRMU,0.006973877557229002,0.9438978923778225,0.9807229017447759,False
PTRH2,PTRH2,-0.050790669791735965,0.6439458209848126,0.8344971593915818,False
GMPPB,GMPPB,-0.051856910070341655,0.6895210398649337,0.8591787520844021,False
GOLPH3L,GOLPH3L,0.11889302320168049,0.25928736341095426,0.5628325987414801,False
EHMT2,EHMT2,0.23370972728918638,0.13023614523989804,0.4185506499241195,False
DNHD1,DNHD1,0.2857694212463251,0.28098633282423524,0.5823404286637764,False
OTUD5,OTUD5,-0.05173976337697184,0.8107749107886546,0.9217049615097703,False
UQCR10,UQCR10,-0.020968352140871005,0.8925634793865584,0.959597191516717,False
RBM41,RBM41,0.3621914200813947,0.05020198952313111,0.2862877587316384,False
ICK,ICK,0.2967272838945938,0.00022115801872986426,0.02864951963620328,True
SF3B5,SF3B5,-0.06563673001993031,0.7146778897394084,0.8737172430427137,False
MRPS18C,MRPS18C,0.07232613563312817,0.5769586163869818,0.7951177780074337,False
CCDC28A,CCDC28A,-0.06069444506927546,0.6014774356581916,0.8100073349584244,False
ACBD6,ACBD6,0.08593292150932363,0.4928433893296219,0.7405707696170303,False
ZNF185,ZNF185,-0.5454095348620811,0.009779762672810697,0.14332269514776905,False
NMT2,NMT2,0.18418004196128557,0.3568074528809382,0.6430746484162976,False
QSOX1,QSOX1,-0.19246711645344838,0.3599737009192775,0.645779721213248,False
METRNL,METRNL,-0.28662196771532855,0.1272786040332173,0.4158822888362268,False
ELL,ELL,-0.40300853140731796,0.01064047412324687,0.1478761249341759,False
ZNF529,ZNF529,0.23894501162951443,0.12218870488542821,0.4102803457160954,False
EIF4ENIF1,EIF4ENIF1,0.14350025059452953,0.21959139011325313,0.5218065235411133,False
POLR3GL,POLR3GL,0.3070810614450732,0.03483953894105459,0.25082959484830947,False
TSC22D4,TSC22D4,-0.18433168131027955,0.49485935592225894,0.7416882190675993,False
RIMKLB,RIMKLB,0.26824776215134527,0.2875141928634053,0.5883163856699906,False
PPA2,PPA2,0.14331634548859107,0.17735979431842486,0.4761972434543753,False
COX11,COX11,0.21178369861195634,0.15886645567990054,0.4541291918809997,False
PEA15,PEA15,0.012311187353196473,0.9483279200102646,0.9825044297657687,False
ENY2,ENY2,0.21520314841481358,0.12101900014774568,0.4085285611589478,False
BAG4,BAG4,0.20303660565868675,0.17213217985505647,0.470239732834203,False
LRRC37B,LRRC37B,0.12734510121304332,0.2091276887645207,0.5107797559143699,False
CCZ1B,CCZ1B,0.06408165769635588,0.696362287236215,0.8627869189417274,False
THYN1,THYN1,0.1006292645794602,0.48688469964948167,0.7356200364898504,False
WDR47,WDR47,0.1188243726262499,0.23612819333388013,0.5397919033205391,False
DMAP1,DMAP1,0.036767174204566544,0.7909023619405015,0.9115231422748536,False
STX4,STX4,-0.042388362241954525,0.803404831129099,0.9183144763657555,False
PANK4,PANK4,0.005044863072718897,0.9675108393822804,0.9881973827904561,False
RNASEH2C,RNASEH2C,-0.055370733828365104,0.6560178145775675,0.8398585372270935,False
HSD17B12,HSD17B12,0.14906469838296132,0.37616524588781297,0.6559051025132039,False
TMEM268,TMEM268,0.006204958487403545,0.9811502908084986,0.9931763930309971,False
MTFR1L,MTFR1L,-0.02566909841904952,0.8149164457357962,0.922196954475847,False
ANKS1A,ANKS1A,0.1239491768213341,0.5373302686524601,0.7694601682157204,False
FAM122B,FAM122B,0.2387192047690938,0.1903812498602937,0.4898652414870186,False
ABRACL,ABRACL,0.13252486515769135,0.4189012730179541,0.6898196889167282,False
EXOSC1,EXOSC1,0.008351770045615936,0.9557777157267702,0.9843979028099626,False
RP11-327P2.7,RP11-327P2.7,-0.3254125602690081,0.2347882440167136,0.5386392034522178,False
MLYCD,MLYCD,-0.04331185604148047,0.8441396011819028,0.9369943914741816,False
PRKCI,PRKCI,0.30328512150153486,0.044503449422097864,0.274308811732676,False
PDPR,PDPR,0.5707967050947289,0.007922810268971278,0.13091976086978838,False
CPT2,CPT2,0.13263097817349667,0.27860587837002126,0.5798174413242332,False
ERGIC3,ERGIC3,-0.24150983810045368,0.2768134148992628,0.5790676161359579,False
MIB2,MIB2,-0.2699948584117351,0.2597645489696153,0.5629417082944564,False
GGA1,GGA1,-0.07593508055227005,0.6611682605926819,0.8425875356537957,False
CEP152,CEP152,0.4645635022810666,0.02787970393768422,0.22730515417103384,False
MPV17,MPV17,0.11427810221689327,0.37451400226235776,0.6547765795957547,False
UBL4A,UBL4A,0.0035689423109843688,0.9775164656950177,0.9914196599607537,False
SLC25A32,SLC25A32,0.19852578782950125,0.13841776622776777,0.42882126395865583,False
LRRC47,LRRC47,-0.05111805027339322,0.5451339479038708,0.7739264666967008,False
WDR44,WDR44,0.1838937529663518,0.09589961557352211,0.3686005623330444,False
FGFBP2,FGFBP2,0.035478137144933086,0.9411421278655544,0.9799944772941611,False
MTERF1,MTERF1,0.1013955243502398,0.5095004278305613,0.7509706536688845,False
ZNF544,ZNF544,0.19994420608230357,0.1312770984734889,0.41944640401452493,False
AK3,AK3,0.17912445858301318,0.21003223350547395,0.5120511677911102,False
ALAS1,ALAS1,0.06430833321773832,0.5870236543222804,0.8023497726720971,False
SH3BGRL3,SH3BGRL3,-0.09603977022252508,0.7670464968202997,0.9011557383431023,False
CC2D1B,CC2D1B,0.029603027243522817,0.8334166244544494,0.9313142322045301,False
CEP19,CEP19,-0.4888620716478904,0.006926757371237203,0.12199725476616928,False
AMY2B,AMY2B,0.21458754864839769,0.3423009015455719,0.631997729373717,False
SPIN1,SPIN1,0.25326364817286695,0.008917826813502484,0.13825204255963092,False
PPCS,PPCS,-0.0004848231298772987,0.9948232892737146,0.9983436088704176,False
MRPS22,MRPS22,0.21015610520546701,0.0728404580324469,0.33173390891252835,False
UMPS,UMPS,0.168165626224706,0.3462225147852046,0.6336541385638709,False
BBS2,BBS2,0.07951379202291342,0.5678525805478194,0.7875223358644187,False
ZNHIT6,ZNHIT6,0.4319752650935271,0.013835178314719919,0.16595182556503796,False
KLHL14,KLHL14,0.28499658199054956,0.3398351129170418,0.6301272026574519,False
MICAL3,MICAL3,0.06688672701487874,0.7472814631879217,0.8896473513042679,False
AP2A2,AP2A2,0.23817044836307666,0.2639139031770076,0.5668881445314925,False
RABL6,RABL6,0.07337674870528588,0.6190608331531463,0.8197546128359677,False
SLC15A2,SLC15A2,0.19355634048398862,0.5694184805982125,0.7884544889043341,False
NDUFC2,NDUFC2,0.2675949207557462,0.27586010001314554,0.5776965209948176,False
CLTB,CLTB,-0.05442056931564032,0.5499457083178363,0.7762416353751758,False
ZBTB17,ZBTB17,-0.12710789949853663,0.19226921929375074,0.49218856258827187,False
GEN1,GEN1,0.36989221205072553,0.011824003790044458,0.15508658971117062,False
LILRB1,LILRB1,0.030988482908764325,0.9007261291306383,0.9620642582418351,False
GPR174,GPR174,0.2475546568538789,0.1335988932874766,0.4224151634512301,False
L3MBTL2,L3MBTL2,0.17928864293903146,0.17250428700709175,0.47052314868941275,False
VWA9,VWA9,0.37796902594409865,0.02335966199171699,0.20824947610120648,False
DGKE,DGKE,0.2149224192507191,0.2039244479154535,0.5055215428193791,False
FAM160A2,FAM160A2,-0.15414415740064236,0.3361327324380565,0.6267416846137424,False
NDUFAF3,NDUFAF3,-0.16280766404753066,0.34635932315505913,0.6337137537691431,False
PMM2,PMM2,0.16707088940464487,0.16394711275197982,0.46110712757929967,False
DZIP3,DZIP3,0.5300852828045777,0.01020150419967593,0.14541888462570107,False
ZNF440,ZNF440,0.1867362241632371,0.0785093866281862,0.34043819823571897,False
ARHGAP24,ARHGAP24,-0.01854605857088565,0.937333440661713,0.9783488469742001,False
TRMT13,TRMT13,0.3000908505768649,0.12321955867641411,0.4118765895270166,False
HDAC3,HDAC3,0.047495868324913815,0.6266006304121764,0.8252032793492352,False
LY86,LY86,-0.13391136198011466,0.6442004778159902,0.8345179770028625,False
SNX9,SNX9,0.2573047799292194,0.013621154886618702,0.16565774737099276,False
LZIC,LZIC,0.18573334912212225,0.054114067714206536,0.2942066904275488,False
CSTF3,CSTF3,0.34959938732585805,0.005582258784877137,0.10989613776682139,False
PITPNM1,PITPNM1,-0.12422663411823365,0.5126371001659591,0.7536921804737857,False
PRDX2,PRDX2,0.023908933950220757,0.9107472018023334,0.96715619760266,False
MRPS35,MRPS35,0.28629727301447616,0.10783241070701521,0.38722980340476065,False
ALDH18A1,ALDH18A1,0.4025789535938227,0.01576237571659381,0.1764248551485555,False
HSDL1,HSDL1,0.2674259173976026,0.04059289021312213,0.2642315117905028,False
TGFBR3,TGFBR3,0.1306208303898817,0.6883905414057824,0.8591509690357094,False
PLA2G12A,PLA2G12A,-0.21796988697914443,0.28460686168583726,0.5856795057206297,False
TGFA,TGFA,-0.47877383223099024,0.1611484603581328,0.4572554879767138,False
ZNF100,ZNF100,0.47440574456163276,0.09219924880868728,0.3624753532220141,False
GOT2,GOT2,0.5216016375859045,0.020649753556748782,0.20011651448430212,False
GNG11,GNG11,-0.9388098762236812,0.0227815703292404,0.2070697951030409,False
SLC36A4,SLC36A4,0.22541298938310028,0.12189225390005534,0.40993326568549965,False
MIS12,MIS12,0.19653103764706792,0.21219026238261973,0.5142061023512308,False
SLC12A2,SLC12A2,0.3907557218967881,0.00838735427926557,0.1347635252166926,False
PUS10,PUS10,0.2146613050621422,0.13604056321461597,0.42612148492697655,False
SEH1L,SEH1L,0.3281347162001236,0.008006263806221617,0.13167359586476685,False
BLVRA,BLVRA,0.10097175819386806,0.7241598098843149,0.8777415831253456,False
ST6GALNAC6,ST6GALNAC6,0.16144713620120754,0.5384110127780416,0.7696198934384896,False
SPIB,SPIB,0.02463531506320571,0.9103331052483201,0.9670100499464085,False
SPRTN,SPRTN,-0.009873810513971293,0.9431650546148461,0.9805487450323164,False
KCTD2,KCTD2,0.009821925970287637,0.9112347043238735,0.9673801853976532,False
TAF12,TAF12,-0.02877651025388772,0.8149369518512134,0.922196954475847,False
AKR1B1,AKR1B1,0.22770158316445333,0.31478376556316723,0.6097519018006856,False
CSPP1,CSPP1,0.17101041712312792,0.5117214826014995,0.7527913114218965,False
TIMM10B,TIMM10B,0.09150666899069293,0.2670446172852322,0.5692906838720598,False
POLA1,POLA1,0.5846415888664058,0.012345459041769034,0.1584633082753669,False
MED21,MED21,0.05634060690476339,0.6533317752747441,0.8388764992200859,False
