,GSM4715947,GSM4715954,GSM4715956,GSM4715972,GSM4715975,GSM4715996,GSM4716002,GSM4716003
PDIA5,-17.368495804268058,-17.406750225196674,-16.42022950624017,-17.15224307755831,-17.332223382383624,-18.295862096894197,-17.038465662422947,-17.483776947222594
FASLG,-16.75378596015285,-17.45737629826664,-16.57223259968522,-17.357918103949824,-16.625954585440333,-18.95297438337119,-18.701430675145378,-17.888167202301933
PRKAR1B,-17.346127991239605,-17.509843718160777,-17.309198193851426,-17.727151913615543,-17.205111464480286,-16.36801188265003,-16.950109788002102,-17.331773853777545
ABHD12B,-17.668056086126967,-15.564291502183154,-16.282725982490234,-16.15224307755831,-15.92909920464828,-16.58732491105451,-16.713503507445953,-16.80570504210996
KCTD11,-17.064715056090957,-16.67976871960309,-17.509496844337257,-17.112442069500336,-17.072356255628513,-16.911947115111133,-17.148889652116598,-18.021433733165395
ZBTB3,-17.391215880768144,-16.979329001462,-16.955561239236726,-17.267720294978247,-17.450867878882242,-17.295862096894197,-16.866854284352748,-16.888167202301933
PSEN2,-17.139677113772176,-17.016803706880662,-17.309198193851426,-17.55722691217323,-17.17075995968951,-17.65341410151228,-17.542232080296124,-17.390667542831114
SPEF2,-19.046567709380696,-15.264731220324245,-15.671768273236134,-17.954562409718616,-16.29474867696496,-18.405486588068694,-17.268471267869273,-17.390667542831114
ACTA2,-16.270463721307532,-16.264731220324247,-17.479123195293738,-17.132205324321767,-16.535756776468755,-17.098825249834643,-17.75034027562632,-17.044892705989383
ZNF257,-17.302406613810287,-16.564291502183156,-16.621142200166165,-17.55722691217323,-16.63763639048797,-18.405486588068694,-16.75034027562632,-16.931235924193818
GHDC,-17.696070462296564,-17.13544820337928,-17.976622854764557,-17.0453278736418,-16.965441051712002,-16.53447302878877,-17.65412496036702,-17.09298699419043
ZNF511,-17.064715056090957,-17.942803125436885,-16.835267005519015,-17.132205324321767,-17.535756776468755,-17.38662756081738,-17.11646817442422,-17.331773853777545
AVEN,-17.324101684909603,-18.09480621888193,-16.637820941312796,-16.902723478199,-16.893650368643993,-18.36801188265003,-17.198930334616193,-17.483776947222594
GLMP,-16.368495804268058,-16.264731220324247,-17.3636459778738,-16.284208417766816,-16.99518839510605,-16.96691357432906,-17.304540522576794,-16.998350120052354
FAM122C,-16.473678040960113,-16.59230587835275,-16.3916603540434,-17.836380983370304,-17.088297799497536,-18.95297438337119,-18.286393175866536,-17.516198424914972
CHST7,-16.346127991239605,-17.45737629826664,-17.637820941312796,-17.712201572149574,-16.965441051712002,-18.483489100069967,-18.701430675145378,-18.390667542831114
NSDHL,-17.696070462296564,-18.09480621888193,-16.637820941312796,-17.357918103949824,-17.104417464860813,-18.098825249834643,-16.894075753087773,-17.766176677923323
FAAH2,-17.613608302104588,-19.264731220324247,-16.955561239236726,-17.757525562659062,-16.936294706052486,-18.56595126026194,-17.198930334616193,-16.43647123244424
MASP2,-17.876642707938384,-17.055277854695298,-17.133348358452007,-17.42947136497486,-16.649413558264325,-18.331486006624917,-17.250769266135812,-17.583312620773512
ASB14,-17.876642707938384,-16.48337150679959,-16.637820941312796,-17.697404570221494,-16.42027955904882,-18.227149346810183,-17.907881552612803,-17.09298699419043
HGH1,-17.178671245388042,-17.406750225196674,-17.671768273236133,-17.182831397391734,-17.37069753019826,-17.65341410151228,-17.458574151249213,-17.766176677923323
ZNF696,-17.51051480914049,-17.872413797545487,-17.976622854764557,-17.491935451921513,-17.15388614112511,-17.44396073588333,-17.9358959287824,-17.421041191874636
FBXL6,-17.46160520865954,-18.80529960168695,-18.157195100406373,-16.894261899450804,-17.010295287496263,-17.38662756081738,-16.921820743570677,-17.220742541388802
RP11-176H8.1,-16.76858296208093,-19.264731220324247,-16.854632330385943,-17.07370967501162,-16.29474867696496,-16.0609570642442,-17.268471267869273,-16.583312620773512
AC090094.1,-18.613608302104588,-15.889691788977322,-17.509496844337257,-16.25683197883551,-16.276370147650105,-15.137714263228238,-16.10847538367069,-17.690227824690023
UBOX5,-17.535605790103318,-16.838466465622147,-16.997996505557122,-17.757525562659062,-17.29474867696496,-16.340531146227924,-17.701430675145378,-16.70884350285737
PLD6,-17.485852754906215,-17.406750225196674,-17.282725982490234,-17.36959990899746,-17.04099208471918,-17.098825249834643,-17.458574151249213,-17.975630043552272
KBTBD3,-17.976178381489298,-16.650021376209036,-16.637820941312796,-17.035990009062463,-16.67326030021869,-18.161561005182605,-17.132587839787497,-17.24770958898907
PLA2G15,-17.813906952590422,-16.942803125436885,-17.064085696014892,-17.112442069500336,-17.072356255628513,-16.503666982007598,-16.9358959287824,-17.24770958898907
PIGBOS1,-17.368495804268058,-16.805299601686947,-17.309198193851426,-17.246025223878927,-17.088297799497536,-17.145619461313583,-17.52085842950356,-16.953262230523816
TRAF3IP1,-18.15904243863911,-16.382088170962405,-16.671768273236133,-17.09294589387454,-17.04099208471918,-18.524131084567312,-17.907881552612803,-18.1176490484247
ZNF682,-17.75378596015285,-17.310534909937374,-16.086805772514975,-18.026712195474452,-16.61436661116512,-18.295862096894197,-17.542232080296124,-16.975630043552272
OPLAH,-19.668056086126967,-16.805299601686947,-17.086805772514975,-16.466624363392324,-16.064451057543167,-13.535771000123187,-15.336858242849523,-15.626901889321195
HIST1H2AK,-16.681995277084837,-19.09480621888193,-15.874261137134877,-17.712201572149574,-18.332223382383624,-16.925493646949082,-16.826961557229236,-17.390667542831114
NENF,-17.120568290824473,-18.177268379073908,-17.086805772514975,-17.417296651028757,-17.673260300218693,-17.098825249834643,-16.531505673703066,-17.275190325411177
FUNDC1,-17.178671245388042,-17.62087503054952,-16.671768273236133,-17.597868896670576,-17.104417464860813,-18.295862096894197,-16.84013694597697,-17.09298699419043
FAM177B,-17.010943799649976,-16.62087503054952,-17.20610470088732,-17.112442069500336,-16.51406170536944,-16.405486588068694,-16.866854284352748,-15.574750607270087
NKIRAS1,-17.724639614493334,-16.59230587835275,-16.93480267906993,-17.36959990899746,-16.965441051712002,-18.161561005182605,-17.9358959287824,-16.80570504210996
ZFYVE28,-18.010943799649976,-16.13544820337928,-17.10988938562802,-16.999231459052346,-16.341746156502133,-17.87205438798762,-18.11646817442422,-17.65370194866491
FLT3LG,-17.139677113772176,-17.564291502183156,-17.74215760112753,-17.78855245827969,-17.056588939770197,-18.405486588068694,-17.47903825380893,-17.19427033002761
SMAD1,-16.574079937917954,-15.536810765761047,-16.377585168831676,-17.09294589387454,-16.602870972327292,-17.177680670545882,-17.132587839787497,-17.65370194866491
TDRKH,-17.876642707938384,-17.055277854695298,-16.65469475987719,-17.466624363392324,-16.709786176243806,-18.609019982153825,-17.216003847975138,-18.390667542831114
DEGS2,-17.064715056090957,-18.177268379073908,-18.671768273236133,-17.820261318007027,-16.709786176243806,-17.846059179454677,-18.05373241907626,-16.467835403353575
CUEDC1,-16.03757892615344,-16.45737629826664,-17.20610470088732,-17.517698547986594,-16.99518839510605,-16.87205438798762,-17.41849671187388,-17.021433733165395
FITM2,-18.15904243863911,-16.59230587835275,-17.10988938562802,-17.530754700812043,-17.120719277189913,-18.03870425739707,-17.47903825380893,-17.168275121494666
LARGE1,-17.668056086126967,-15.406750225196673,-15.874261137134877,-16.78855245827969,-16.51406170536944,-16.00236241033335,-17.880400816190697,-18.220742541388802
WDR83,-17.696070462296564,-17.177268379073908,-17.3916603540434,-17.08329572384082,-17.58015089582721,-17.114255290404248,-17.02335877003274,-17.168275121494666
SIGLEC14,-14.449632566993465,-17.406750225196674,-17.509496844337257,-16.284208417766816,-16.535756776468755,-14.811063758098472,-23.608321270753898,-20.975630043552272
KANK1,-18.7835333035469,-15.75693658012555,-16.10988938562802,-17.77295560322867,-16.852230441264012,-17.463589542632263,-18.148889652116598,-18.516198424914972
RP11-849H4.2,-17.668056086126967,-16.62087503054952,-17.086805772514975,-17.78855245827969,-16.825263393663743,-18.098825249834643,-17.341534730058996,-17.14274002938753
ID3,-17.046567709380696,-18.357840624715728,-18.157195100406373,-17.491935451921513,-17.222598891209127,-18.483489100069967,-17.39886790512495,-17.14274002938753
MSANTD3,-17.976178381489298,-17.177268379073908,-17.42022950624017,-17.712201572149574,-17.010295287496263,-17.313564098627655,-17.379502580258016,-17.275190325411177
FAM161B,-17.696070462296564,-16.907179215706165,-17.157195100406373,-17.357918103949824,-17.410225894384897,-17.746523505903763,-17.39886790512495,-16.975630043552272
GOLGA8R,-18.324101684909603,-14.62087503054952,-15.384605596509447,-17.20358995755853,-16.9507942757476,-17.609019982153825,-17.499796813975728,-17.421041191874636
MEST,-17.437758466705173,-17.094806218881935,-16.835267005519015,-17.357918103949824,-16.980238053640083,-15.631046288483827,-16.67758393319101,-16.931235924193818
THTPA,-17.064715056090957,-17.13544820337928,-17.57223259968522,-17.852682795699405,-17.332223382383624,-17.58732491105451,-17.800966348696292,-16.82588292404759
NUTM2G,-17.368495804268058,-16.805299601686947,-17.231195681850153,-17.246025223878927,-16.838683909426063,-16.513862749113486,-17.800966348696292,-16.044892705989383
RP11-500M8.7,-16.291680207217226,-18.942803125436885,-15.955561239236726,-16.902723478199,-18.87971117768612,-18.699217791125406,-16.438396269311585,-19.168275121494666
MMACHC,-17.120568290824473,-16.333993882761362,-16.854632330385943,-17.62561388715348,-17.104417464860813,-18.098825249834643,-17.542232080296124,-17.275190325411177
SPDYE16,-18.08309358540581,-16.13544820337928,-16.54052373995788,-18.381377076773813,-16.722169900699637,-16.82052408734754,-17.65412496036702,-16.068739447943752
CFL2,-17.976178381489298,-16.979329001462,-16.42022950624017,-17.132205324321767,-16.79879118230255,-18.89852659934881,-16.96446508097917,-16.953262230523816
OXSM,-17.437758466705173,-17.406750225196674,-16.65469475987719,-17.122289855456685,-17.072356255628513,-17.980988759540786,-16.96446508097917,-16.785805484672252
BIVM,-18.28103296301772,-16.650021376209036,-16.181442646653053,-17.697404570221494,-16.936294706052486,-18.95297438337119,-17.75034027562632,-17.331773853777545
KCNAB1,-17.561140882210456,-16.772878123994573,-16.494230087683945,-17.543930089559776,-17.072356255628513,-18.609019982153825,-17.23328183940697,-16.998350120052354
SLC25A15,-17.876642707938384,-17.509843718160777,-16.5562910558162,-17.597868896670576,-17.222598891209127,-18.331486006624917,-16.608321270753894,-17.583312620773512
CYP3A5,-19.046567709380696,-16.310534909937374,-16.778683477152644,-17.25683197883551,-16.322763053134558,-17.77077105215044,-17.725678221392055,-16.785805484672252
TRIM16,-17.976178381489298,-16.838466465622147,-16.70653369139681,-17.466624363392324,-17.47162643904904,-17.503666982007598,-16.853433768590428,-16.931235924193818
RPGRIP1L,-18.414299493881185,-16.016803706880662,-16.10988938562802,-17.653902931584906,-16.649413558264325,-19.068451600791125,-17.216003847975138,-17.303204701580775
PRDM8,-17.259971347489888,-16.805299601686947,-16.5562910558162,-17.05472657164405,-17.879711177686115,-18.098825249834643,-18.05373241907626,-17.549365288850172
ABHD12,-17.23921278732309,-17.805299601686947,-17.133348358452007,-17.61167469619561,-17.276370147650105,-17.503666982007598,-17.67758393319101,-17.24770958898907
CLDN15,-17.198570802825746,-17.13544820337928,-17.604654077377596,-17.36959990899746,-17.18783347304845,-17.02405748143267,-17.65412496036702,-17.068739447943752
CENPN,-17.178671245388042,-17.13544820337928,-16.3636459778738,-17.172563061937907,-17.276370147650105,-18.44396073588333,-17.069162459645863,-18.390667542831114
EEF1E1,-17.613608302104588,-17.67976871960309,-16.74215760112753,-16.511214514416395,-16.267267940542855,-18.89852659934881,-17.96446508097917,-17.65370194866491
XXYLT1,-18.561140882210456,-17.310534909937374,-17.086805772514975,-17.102661048707752,-17.240300892942585,-17.02405748143267,-17.198930334616193,-17.727702530108687
RP11-717K11.2,-15.68199527708484,-16.772878123994573,-17.3916603540434,-17.869170918487974,-17.410225894384897,-19.26109667873352,-16.866854284352748,-17.931235924193818
ESPN,-16.62702881786691,-17.509843718160777,-18.89416069457258,-16.491935451921513,-17.51406170536944,-17.26109667873352,-17.47903825380893,-16.43647123244424
TIAF1,-17.75378596015285,-16.772878123994573,-17.449375851899685,-17.381377076773813,-16.722169900699637,-16.925493646949082,-17.826961557229236,-16.888167202301933
PEX10,-17.613608302104588,-17.872413797545487,-17.04171788298644,-17.757525562659062,-17.072356255628513,-16.911947115111133,-17.58595345772544,-17.452068087495256
MRPL38,-17.046567709380696,-17.45737629826664,-17.10988938562802,-17.504759492279096,-17.276370147650105,-17.26109667873352,-17.286393175866536,-17.168275121494666
BDH1,-18.613608302104588,-16.094806218881935,-16.91433857651021,-17.479224400171958,-16.852230441264012,-17.87205438798762,-17.67758393319101,-16.846347026607305
C15orf41,-18.613608302104588,-16.220337100965793,-16.309198193851426,-17.61167469619561,-16.58015089582721,-18.65341410151228,-17.038465662422947,-16.785805484672252
DLGAP4,-18.08309358540581,-16.62087503054952,-16.976622854764557,-17.61167469619561,-17.351332205331328,-15.631046288483827,-17.907881552612803,-16.583312620773512
PDE1B,-18.08309358540581,-15.635374600244639,-16.57223259968522,-16.524211854945268,-16.838683909426063,-17.161561005182605,-17.341534730058996,-17.452068087495256
ZNF629,-17.613608302104588,-16.094806218881935,-17.57223259968522,-17.45413341920913,-17.47162643904904,-17.463589542632263,-17.67758393319101,-17.14274002938753
ZNF512B,-18.15904243863911,-17.406750225196674,-17.778683477152644,-17.62561388715348,-16.625954585440333,-17.295862096894197,-17.880400816190697,-16.785805484672252
ZNF222,-17.046567709380696,-16.564291502183156,-16.336165241451692,-17.07370967501162,-16.825263393663743,-17.424595411016398,-17.41849671187388,-17.275190325411177
PET117,-17.259971347489888,-18.45737629826664,-17.086805772514975,-17.267720294978247,-16.697507846465367,-18.36801188265003,-17.499796813975728,-17.421041191874636
SLX4,-17.724639614493334,-16.13544820337928,-17.336165241451695,-17.035990009062463,-17.430403776322528,-16.53447302878877,-17.9358959287824,-16.690227824690023
MAP3K9,-18.23921278732309,-15.457376298266642,-16.322618709613746,-17.504759492279096,-16.965441051712002,-17.524131084567312,-17.826961557229236,-16.303204701580775
TTK,-17.535605790103318,-16.772878123994573,-15.612874584182565,-16.381377076773813,-16.980238053640083,-19.068451600791125,-16.531505673703066,-18.583312620773512
ARPC4-TTLL3,-17.64057534970486,-17.67976871960309,-16.854632330385943,-16.999231459052346,-16.61436661116512,-16.898526599348813,-17.084759314696882,-16.953262230523816
SLC22A18,-18.198570802825746,-16.650021376209036,-17.282725982490234,-16.40522381872818,-17.025562044149574,-16.642186846089025,-18.608321270753894,-17.303204701580775
MYH3,-17.976178381489298,-16.564291502183156,-16.604654077377596,-17.267720294978247,-16.734660844882836,-17.65341410151228,-17.907881552612803,-16.82588292404759
HORMAD1,-16.5871360907434,-15.924881217439623,-17.01969157665644,-16.67548979379305,-16.661287658552617,-18.44396073588333,-17.775431256589155,-17.331773853777545
TSPAN4,-17.75378596015285,-17.406750225196674,-17.637820941312796,-16.67548979379305,-17.625954585440333,-17.44396073588333,-17.63104134725398,-17.390667542831114
TMEM107,-16.813906952590422,-17.177268379073908,-16.93480267906993,-17.517698547986594,-17.602870972327292,-17.24402316537458,-16.950109788002102,-16.785805484672252
BOLA1,-17.613608302104588,-18.264731220324247,-17.479123195293738,-17.23529881728587,-17.222598891209127,-17.631046288483827,-17.132587839787497,-16.975630043552272
